基金代码,基金名称,重仓股代码,重仓股比例_x,重仓股比例_y,仓位变化,日期
006314.OF,中融策略优选A,603517.SH,3.3973,0,-3.3973,2019/12/31
006314.OF,中融策略优选A,603368.SH,3.2808,0,-3.2808,2019/12/31
006314.OF,中融策略优选A,000651.SZ,6.1202,5.7154,-0.4048,2019/12/31
006314.OF,中融策略优选A,600984.SH,0,6.7927,6.7927,2019/12/31
006314.OF,中融策略优选A,600519.SH,6.6539,5.155,-1.4989,2019/12/31
006314.OF,中融策略优选A,300315.SZ,0,3.5806,3.5806,2019/12/31
006314.OF,中融策略优选A,600703.SH,0,3.493,3.493,2019/12/31
006321.OF,中欧预见养老2035三年A,601658.SH,0,0.7193,0.7193,2019/12/31
006321.OF,中欧预见养老2035三年A,600050.SH,0,0.5682,0.5682,2019/12/31
006321.OF,中欧预见养老2035三年A,601888.SH,0,0.5064,0.5064,2019/12/31
006321.OF,中欧预见养老2035三年A,600837.SH,0,0.489,0.489,2019/12/31
006321.OF,中欧预见养老2035三年A,601899.SH,0.867,1.1534,0.2864,2019/12/31
006321.OF,中欧预见养老2035三年A,600030.SH,0.7595,0.7138,-0.0457,2019/12/31
006321.OF,中欧预见养老2035三年A,601688.SH,0.5466,0.4856,-0.061,2019/12/31
006321.OF,中欧预见养老2035三年A,601009.SH,0.538,0.4586,-0.0794,2019/12/31
006321.OF,中欧预见养老2035三年A,600038.SH,0.5045,0.4474,-0.0571,2019/12/31
006321.OF,中欧预见养老2035三年A,600887.SH,0.4866,0.4409,-0.0457,2019/12/31
006321.OF,中欧预见养老2035三年A,601318.SH,0.4863,0,-0.4863,2019/12/31
006321.OF,中欧预见养老2035三年A,601166.SH,0.4648,0,-0.4648,2019/12/31
006321.OF,中欧预见养老2035三年A,600436.SH,0.4824,0,-0.4824,2019/12/31
006321.OF,中欧预见养老2035三年A,600104.SH,0.4594,0,-0.4594,2019/12/31
006346.OF,安信量化优选A,603309.SH,0.9383,0,-0.9383,2019/12/31
006346.OF,安信量化优选A,002248.SZ,0,0.9207,0.9207,2019/12/31
006346.OF,安信量化优选A,600532.SH,0,0.9244,0.9244,2019/12/31
006346.OF,安信量化优选A,000573.SZ,0,0.9236,0.9236,2019/12/31
006346.OF,安信量化优选A,000755.SZ,0.9212,0,-0.9212,2019/12/31
006346.OF,安信量化优选A,000913.SZ,0,0.93,0.93,2019/12/31
006346.OF,安信量化优选A,300440.SZ,0,0.9256,0.9256,2019/12/31
006346.OF,安信量化优选A,002133.SZ,0.9234,0,-0.9234,2019/12/31
006346.OF,安信量化优选A,000779.SZ,0.93,0,-0.93,2019/12/31
006346.OF,安信量化优选A,002452.SZ,0.9305,0,-0.9305,2019/12/31
006346.OF,安信量化优选A,300132.SZ,0.9305,0,-0.9305,2019/12/31
006346.OF,安信量化优选A,300251.SZ,0,0.9234,0.9234,2019/12/31
006346.OF,安信量化优选A,000718.SZ,0.9326,0,-0.9326,2019/12/31
006346.OF,安信量化优选A,600229.SH,0.9362,0,-0.9362,2019/12/31
006346.OF,安信量化优选A,002015.SZ,0.9265,0,-0.9265,2019/12/31
006346.OF,安信量化优选A,000006.SZ,0,0.9206,0.9206,2019/12/31
006346.OF,安信量化优选A,600490.SH,0.9315,0,-0.9315,2019/12/31
006346.OF,安信量化优选A,600693.SH,0,0.9116,0.9116,2019/12/31
006346.OF,安信量化优选A,002457.SZ,0,0.9187,0.9187,2019/12/31
006346.OF,安信量化优选A,000708.SZ,0,0.9198,0.9198,2019/12/31
006348.OF,银华盛利,603160.SH,0,3.3234,3.3234,2019/12/31
006348.OF,银华盛利,300769.SZ,0,3.6032,3.6032,2019/12/31
006348.OF,银华盛利,600406.SH,0,3.739,3.739,2019/12/31
006348.OF,银华盛利,601012.SH,0,3.8806,3.8806,2019/12/31
006348.OF,银华盛利,000002.SZ,0,4.1131,4.1131,2019/12/31
006348.OF,银华盛利,002291.SZ,0,5.2545,5.2545,2019/12/31
006348.OF,银华盛利,002415.SZ,0,5.9368,5.9368,2019/12/31
006348.OF,银华盛利,300274.SZ,7.8271,4.7675,-3.0596,2019/12/31
006348.OF,银华盛利,300322.SZ,4.6423,0,-4.6423,2019/12/31
006348.OF,银华盛利,300782.SZ,4.239,0,-4.239,2019/12/31
006348.OF,银华盛利,2208.HK,3.5625,0,-3.5625,2019/12/31
006348.OF,银华盛利,601615.SH,3.4946,0,-3.4946,2019/12/31
006348.OF,银华盛利,002487.SZ,3.4246,0,-3.4246,2019/12/31
006348.OF,银华盛利,002384.SZ,3.1084,0,-3.1084,2019/12/31
006348.OF,银华盛利,002508.SZ,2.9315,0,-2.9315,2019/12/31
006348.OF,银华盛利,000661.SZ,2.8543,0,-2.8543,2019/12/31
006348.OF,银华盛利,300537.SZ,2.7084,0,-2.7084,2019/12/31
006348.OF,银华盛利,000858.SZ,0,3.4506,3.4506,2019/12/31
006348.OF,银华盛利,601658.SH,0,3.3519,3.3519,2019/12/31
006366.OF,兴业安保优选,002415.SZ,6.3976,5.1482,-1.2494,2019/12/31
006366.OF,兴业安保优选,002475.SZ,0,5.9418,5.9418,2019/12/31
006366.OF,兴业安保优选,300207.SZ,3.1534,0,-3.1534,2019/12/31
006366.OF,兴业安保优选,300253.SZ,5.9575,0,-5.9575,2019/12/31
006366.OF,兴业安保优选,300271.SZ,3.5167,3.3284,-0.1883,2019/12/31
006366.OF,兴业安保优选,300124.SZ,3.6603,0,-3.6603,2019/12/31
006366.OF,兴业安保优选,002273.SZ,4.1796,0,-4.1796,2019/12/31
006366.OF,兴业安保优选,300451.SZ,3.1733,0,-3.1733,2019/12/31
006366.OF,兴业安保优选,002690.SZ,4.2811,4.6112,0.3301,2019/12/31
006366.OF,兴业安保优选,002371.SZ,0,3.4594,3.4594,2019/12/31
006366.OF,兴业安保优选,603160.SH,0,4.4334,4.4334,2019/12/31
006366.OF,兴业安保优选,603986.SH,0,4.8327,4.8327,2019/12/31
006366.OF,兴业安保优选,600703.SH,0,5.1028,5.1028,2019/12/31
006366.OF,兴业安保优选,600031.SH,4.2581,7.8197,3.5616,2019/12/31
006366.OF,兴业安保优选,002241.SZ,4.754,4.4844,-0.2696,2019/12/31
006408.OF,汇添富消费升级,600519.SH,9.0791,9.9192,0.8401,2019/12/31
006408.OF,汇添富消费升级,000858.SZ,7.0685,5.0688,-1.9997,2019/12/31
006408.OF,汇添富消费升级,6098.HK,3.3343,5.5001,2.1658,2019/12/31
006408.OF,汇添富消费升级,0291.HK,3.5079,0,-3.5079,2019/12/31
006408.OF,汇添富消费升级,0700.HK,4.2098,5.4302,1.2204,2019/12/31
006408.OF,汇添富消费升级,603259.SH,4.246,3.1625,-1.0835,2019/12/31
006408.OF,汇添富消费升级,603369.SH,4.2703,0,-4.2703,2019/12/31
006408.OF,汇添富消费升级,600276.SH,4.2963,0,-4.2963,2019/12/31
006408.OF,汇添富消费升级,3998.HK,6.3034,0,-6.3034,2019/12/31
006408.OF,汇添富消费升级,2020.HK,4.5073,0,-4.5073,2019/12/31
006408.OF,汇添富消费升级,2331.HK,0,5.0901,5.0901,2019/12/31
006408.OF,汇添富消费升级,300144.SZ,0,4.318,4.318,2019/12/31
006408.OF,汇添富消费升级,002475.SZ,0,4.0764,4.0764,2019/12/31
006408.OF,汇添富消费升级,3690.HK,0,3.1681,3.1681,2019/12/31
006408.OF,汇添富消费升级,2269.HK,0,3.013,3.013,2019/12/31
006419.OF,人保优势产业A,002146.SZ,2.3501,0,-2.3501,2019/12/31
006419.OF,人保优势产业A,000961.SZ,2.0697,0,-2.0697,2019/12/31
006419.OF,人保优势产业A,000625.SZ,2.0231,0,-2.0231,2019/12/31
006419.OF,人保优势产业A,600104.SH,1.9083,0,-1.9083,2019/12/31
006419.OF,人保优势产业A,601933.SH,3.0067,4.3704,1.3637,2019/12/31
006419.OF,人保优势产业A,300059.SZ,3.0685,2.3441,-0.7244,2019/12/31
006419.OF,人保优势产业A,600030.SH,3.1214,0,-3.1214,2019/12/31
006419.OF,人保优势产业A,601318.SH,3.6634,4.9155,1.2521,2019/12/31
006419.OF,人保优势产业A,600276.SH,0,2.4816,2.4816,2019/12/31
006419.OF,人保优势产业A,600570.SH,2.6213,2.6699,0.0486,2019/12/31
006419.OF,人保优势产业A,002415.SZ,2.4315,0,-2.4315,2019/12/31
006419.OF,人保优势产业A,600305.SH,0,3.0923,3.0923,2019/12/31
006419.OF,人保优势产业A,600887.SH,0,3.1263,3.1263,2019/12/31
006419.OF,人保优势产业A,600519.SH,0,3.6592,3.6592,2019/12/31
006419.OF,人保优势产业A,601111.SH,0,4.0205,4.0205,2019/12/31
006419.OF,人保优势产业A,600036.SH,0,4.5722,4.5722,2019/12/31
006424.OF,嘉合锦程价值精选A,600004.SH,0,9.393,9.393,2019/12/31
006424.OF,嘉合锦程价值精选A,601939.SH,0,3.0874,3.0874,2019/12/31
006424.OF,嘉合锦程价值精选A,600801.SH,0,3.4952,3.4952,2019/12/31
006424.OF,嘉合锦程价值精选A,002157.SZ,0,9.4244,9.4244,2019/12/31
006424.OF,嘉合锦程价值精选A,600809.SH,0,7.3971,7.3971,2019/12/31
006424.OF,嘉合锦程价值精选A,601318.SH,7.1567,0,-7.1567,2019/12/31
006424.OF,嘉合锦程价值精选A,600585.SH,0,6.8197,6.8197,2019/12/31
006424.OF,嘉合锦程价值精选A,601888.SH,7.1051,0,-7.1051,2019/12/31
006424.OF,嘉合锦程价值精选A,600276.SH,6.0514,0,-6.0514,2019/12/31
006424.OF,嘉合锦程价值精选A,300601.SZ,5.1902,9.609,4.4188,2019/12/31
006424.OF,嘉合锦程价值精选A,600030.SH,4.8516,0,-4.8516,2019/12/31
006424.OF,嘉合锦程价值精选A,600036.SH,4.2047,0,-4.2047,2019/12/31
006424.OF,嘉合锦程价值精选A,600588.SH,3.7398,7.239,3.4992,2019/12/31
006424.OF,嘉合锦程价值精选A,002714.SZ,3.7065,0,-3.7065,2019/12/31
006424.OF,嘉合锦程价值精选A,600031.SH,3.2193,0,-3.2193,2019/12/31
006424.OF,嘉合锦程价值精选A,600519.SH,7.8932,9.7556,1.8624,2019/12/31
006424.OF,嘉合锦程价值精选A,600703.SH,0,5.9186,5.9186,2019/12/31
006430.OF,凯石澜龙头经济定开,002475.SZ,3.9871,4.7396,0.7525,2019/12/31
006430.OF,凯石澜龙头经济定开,601318.SH,6.8502,5.3462,-1.504,2019/12/31
006430.OF,凯石澜龙头经济定开,300136.SZ,0,3.2967,3.2967,2019/12/31
006430.OF,凯石澜龙头经济定开,600030.SH,0,3.5792,3.5792,2019/12/31
006430.OF,凯石澜龙头经济定开,000651.SZ,0,3.6681,3.6681,2019/12/31
006430.OF,凯石澜龙头经济定开,000661.SZ,0,4.2895,4.2895,2019/12/31
006430.OF,凯石澜龙头经济定开,600585.SH,0,4.6926,4.6926,2019/12/31
006430.OF,凯石澜龙头经济定开,300059.SZ,0,5.8736,5.8736,2019/12/31
006430.OF,凯石澜龙头经济定开,600690.SH,0,5.4804,5.4804,2019/12/31
006430.OF,凯石澜龙头经济定开,601398.SH,2.9465,0,-2.9465,2019/12/31
006430.OF,凯石澜龙头经济定开,603160.SH,3.1265,0,-3.1265,2019/12/31
006430.OF,凯石澜龙头经济定开,002916.SZ,3.5043,0,-3.5043,2019/12/31
006430.OF,凯石澜龙头经济定开,601888.SH,4.8578,0,-4.8578,2019/12/31
006430.OF,凯石澜龙头经济定开,600519.SH,5.0258,4.4681,-0.5577,2019/12/31
006430.OF,凯石澜龙头经济定开,000858.SZ,5.9392,0,-5.9392,2019/12/31
006430.OF,凯石澜龙头经济定开,600887.SH,2.8012,0,-2.8012,2019/12/31
006430.OF,凯石澜龙头经济定开,600276.SH,6.9807,0,-6.9807,2019/12/31
006477.OF,中邮沪港深精选,0914.HK,0,3.1292,3.1292,2019/12/31
006477.OF,中邮沪港深精选,0288.HK,0,3.5474,3.5474,2019/12/31
006477.OF,中邮沪港深精选,0688.HK,0,3.3445,3.3445,2019/12/31
006477.OF,中邮沪港深精选,1313.HK,0,3.2805,3.2805,2019/12/31
006477.OF,中邮沪港深精选,0006.HK,5.1611,0,-5.1611,2019/12/31
006477.OF,中邮沪港深精选,2588.HK,3.5462,4.5406,0.9944,2019/12/31
006477.OF,中邮沪港深精选,0700.HK,3.2369,4.9661,1.7292,2019/12/31
006477.OF,中邮沪港深精选,0270.HK,3.0082,0,-3.0082,2019/12/31
006477.OF,中邮沪港深精选,1398.HK,3.005,4.6237,1.6187,2019/12/31
006477.OF,中邮沪港深精选,2628.HK,2.9669,3.339,0.3721,2019/12/31
006477.OF,中邮沪港深精选,0011.HK,2.8992,0,-2.8992,2019/12/31
006477.OF,中邮沪港深精选,0939.HK,2.7824,4.2277,1.4453,2019/12/31
006477.OF,中邮沪港深精选,1299.HK,2.2986,4.8667,2.5681,2019/12/31
006477.OF,中邮沪港深精选,2388.HK,2.1727,0,-2.1727,2019/12/31
006502.OF,财通集成电路产业A,002384.SZ,5.9768,7.3732,1.3964,2019/12/31
006502.OF,财通集成电路产业A,603160.SH,7.9215,7.293,-0.6285,2019/12/31
006502.OF,财通集成电路产业A,002938.SZ,7.8644,5.3614,-2.503,2019/12/31
006502.OF,财通集成电路产业A,300433.SZ,0,7.049,7.049,2019/12/31
006502.OF,财通集成电路产业A,300570.SZ,0,5.3136,5.3136,2019/12/31
006502.OF,财通集成电路产业A,300502.SZ,5.5107,6.4529,0.9422,2019/12/31
006502.OF,财通集成电路产业A,002273.SZ,5.14,4.6406,-0.4994,2019/12/31
006502.OF,财通集成电路产业A,600183.SH,7.7135,6.7872,-0.9263,2019/12/31
006502.OF,财通集成电路产业A,300394.SZ,5.6628,4.8766,-0.7862,2019/12/31
006502.OF,财通集成电路产业A,002138.SZ,5.9002,0,-5.9002,2019/12/31
006502.OF,财通集成电路产业A,002475.SZ,5.9011,0,-5.9011,2019/12/31
006502.OF,财通集成电路产业A,002241.SZ,7.5621,7.0893,-0.4728,2019/12/31
006511.OF,博道卓远A,300685.SZ,2.7914,0,-2.7914,2019/12/31
006511.OF,博道卓远A,601021.SH,3.3785,3.5674,0.1889,2019/12/31
006511.OF,博道卓远A,002353.SZ,3.4128,6.562,3.1492,2019/12/31
006511.OF,博道卓远A,002557.SZ,3.9254,4.0373,0.1119,2019/12/31
006511.OF,博道卓远A,300271.SZ,3.9804,2.9226,-1.0578,2019/12/31
006511.OF,博道卓远A,600066.SH,5.0534,0,-5.0534,2019/12/31
006511.OF,博道卓远A,300059.SZ,5.1714,5.1235,-0.0479,2019/12/31
006511.OF,博道卓远A,603228.SH,5.2301,3.4906,-1.7395,2019/12/31
006511.OF,博道卓远A,603737.SH,2.6902,0,-2.6902,2019/12/31
006511.OF,博道卓远A,002007.SZ,3.6888,4.1804,0.4916,2019/12/31
006511.OF,博道卓远A,002624.SZ,0,2.7916,2.7916,2019/12/31
006511.OF,博道卓远A,601138.SH,0,3.0604,3.0604,2019/12/31
006511.OF,博道卓远A,300639.SZ,0,4.2705,4.2705,2019/12/31
006533.OF,易方达科融,002396.SZ,0,3.6839,3.6839,2019/12/31
006533.OF,易方达科融,000651.SZ,0,2.9293,2.9293,2019/12/31
006533.OF,易方达科融,603678.SH,0,3.0197,3.0197,2019/12/31
006533.OF,易方达科融,2269.HK,0,3.3036,3.3036,2019/12/31
006533.OF,易方达科融,300618.SZ,0,3.5254,3.5254,2019/12/31
006533.OF,易方达科融,002332.SZ,2.5033,2.8815,0.3782,2019/12/31
006533.OF,易方达科融,300033.SZ,2.5605,0,-2.5605,2019/12/31
006533.OF,易方达科融,600004.SH,3.218,2.8302,-0.3878,2019/12/31
006533.OF,易方达科融,300014.SZ,0,3.3567,3.3567,2019/12/31
006533.OF,易方达科融,600276.SH,3.577,0,-3.577,2019/12/31
006533.OF,易方达科融,002036.SZ,3.3778,0,-3.3778,2019/12/31
006533.OF,易方达科融,300476.SZ,5.8839,9.9199,4.036,2019/12/31
006533.OF,易方达科融,600519.SH,4.2473,0,-4.2473,2019/12/31
006533.OF,易方达科融,000002.SZ,0,3.9959,3.9959,2019/12/31
006533.OF,易方达科融,603986.SH,3.856,0,-3.856,2019/12/31
006533.OF,易方达科融,002384.SZ,3.6351,0,-3.6351,2019/12/31
006533.OF,易方达科融,300383.SZ,4.0307,0,-4.0307,2019/12/31
006534.OF,农银汇理永盛定期开放,603308.SH,0,1.1519,1.1519,2019/12/31
006534.OF,农银汇理永盛定期开放,000733.SZ,0,0.7525,0.7525,2019/12/31
006534.OF,农银汇理永盛定期开放,600438.SH,0,0.4791,0.4791,2019/12/31
006534.OF,农银汇理永盛定期开放,601012.SH,0,0.5932,0.5932,2019/12/31
006537.OF,恒生前海港股通精选,0016.HK,0,3.3697,3.3697,2019/12/31
006537.OF,恒生前海港股通精选,0700.HK,0,6.325,6.325,2019/12/31
006537.OF,恒生前海港股通精选,2382.HK,0,5.6936,5.6936,2019/12/31
006537.OF,恒生前海港股通精选,3968.HK,0,5.5498,5.5498,2019/12/31
006537.OF,恒生前海港股通精选,2318.HK,0,4.3191,4.3191,2019/12/31
006537.OF,恒生前海港股通精选,1093.HK,0,4.0785,4.0785,2019/12/31
006537.OF,恒生前海港股通精选,1398.HK,0,3.8975,3.8975,2019/12/31
006537.OF,恒生前海港股通精选,2313.HK,0,3.6055,3.6055,2019/12/31
006537.OF,恒生前海港股通精选,2883.HK,0,3.1269,3.1269,2019/12/31
006537.OF,恒生前海港股通精选,1299.HK,0,3.243,3.243,2019/12/31
006538.OF,东海核心价值,300750.SZ,0,4.6575,4.6575,2019/12/31
006538.OF,东海核心价值,601888.SH,7.8242,0,-7.8242,2019/12/31
006538.OF,东海核心价值,601012.SH,4.4989,0,-4.4989,2019/12/31
006538.OF,东海核心价值,002008.SZ,4.7823,0,-4.7823,2019/12/31
006538.OF,东海核心价值,002273.SZ,5.131,0,-5.131,2019/12/31
006538.OF,东海核心价值,600009.SH,6.654,0,-6.654,2019/12/31
006538.OF,东海核心价值,002475.SZ,5.8497,0,-5.8497,2019/12/31
006538.OF,东海核心价值,600036.SH,5.8433,0,-5.8433,2019/12/31
006538.OF,东海核心价值,300433.SZ,5.577,0,-5.577,2019/12/31
006538.OF,东海核心价值,300529.SZ,5.8709,0,-5.8709,2019/12/31
006538.OF,东海核心价值,300450.SZ,0,3.4426,3.4426,2019/12/31
006538.OF,东海核心价值,002624.SZ,0,3.5423,3.5423,2019/12/31
006538.OF,东海核心价值,000725.SZ,0,3.5606,3.5606,2019/12/31
006538.OF,东海核心价值,002555.SZ,0,3.6347,3.6347,2019/12/31
006538.OF,东海核心价值,002812.SZ,0,3.6843,3.6843,2019/12/31
006538.OF,东海核心价值,300035.SZ,0,3.9905,3.9905,2019/12/31
006538.OF,东海核心价值,002850.SZ,0,4.1494,4.1494,2019/12/31
006538.OF,东海核心价值,603899.SH,0,4.2671,4.2671,2019/12/31
006538.OF,东海核心价值,603939.SH,5.3016,0,-5.3016,2019/12/31
006538.OF,东海核心价值,603659.SH,0,4.3486,4.3486,2019/12/31
006551.OF,中庚价值领航,002538.SZ,2.979,0,-2.979,2019/12/31
006551.OF,中庚价值领航,300166.SZ,3.9946,0,-3.9946,2019/12/31
006551.OF,中庚价值领航,603599.SH,4.0468,5.2271,1.1803,2019/12/31
006551.OF,中庚价值领航,002737.SZ,5.9159,6.0101,0.0942,2019/12/31
006551.OF,中庚价值领航,603839.SH,4.4943,3.7219,-0.7724,2019/12/31
006551.OF,中庚价值领航,002139.SZ,4.8173,4.1267,-0.6906,2019/12/31
006551.OF,中庚价值领航,603368.SH,7.7423,7.7121,-0.0302,2019/12/31
006551.OF,中庚价值领航,600483.SH,4.3484,4.8678,0.5194,2019/12/31
006551.OF,中庚价值领航,600479.SH,2.9672,0,-2.9672,2019/12/31
006551.OF,中庚价值领航,603678.SH,4.4357,5.4439,1.0082,2019/12/31
006551.OF,中庚价值领航,002541.SZ,0,4.8106,4.8106,2019/12/31
006551.OF,中庚价值领航,002014.SZ,0,3.529,3.529,2019/12/31
006551.OF,中庚价值领航,300233.SZ,0,4.1521,4.1521,2019/12/31
006557.OF,海富通研究精选A,603690.SH,0,6.6149,6.6149,2019/12/31
006557.OF,海富通研究精选A,002714.SZ,0,6.3077,6.3077,2019/12/31
006557.OF,海富通研究精选A,603986.SH,0,6.2381,6.2381,2019/12/31
006557.OF,海富通研究精选A,600048.SH,0,6.0805,6.0805,2019/12/31
006557.OF,海富通研究精选A,300760.SZ,0,5.5381,5.5381,2019/12/31
006557.OF,海富通研究精选A,300525.SZ,4.2454,0,-4.2454,2019/12/31
006557.OF,海富通研究精选A,603160.SH,4.0612,0,-4.0612,2019/12/31
006557.OF,海富通研究精选A,000661.SZ,3.937,0,-3.937,2019/12/31
006557.OF,海富通研究精选A,300014.SZ,3.7924,6.1087,2.3163,2019/12/31
006557.OF,海富通研究精选A,600276.SH,3.6245,6.2175,2.593,2019/12/31
006557.OF,海富通研究精选A,603939.SH,3.5409,0,-3.5409,2019/12/31
006557.OF,海富通研究精选A,000063.SZ,3.5152,5.3874,1.8722,2019/12/31
006557.OF,海富通研究精选A,002008.SZ,3.3716,6.0892,2.7176,2019/12/31
006557.OF,海富通研究精选A,603369.SH,3.3879,5.9771,2.5892,2019/12/31
006557.OF,海富通研究精选A,600570.SH,3.3213,0,-3.3213,2019/12/31
006564.OF,圆信永丰精选回报,601318.SH,7.1953,8.315,1.1197,2019/12/31
006564.OF,圆信永丰精选回报,300498.SZ,3.3066,0,-3.3066,2019/12/31
006564.OF,圆信永丰精选回报,000651.SZ,3.314,3.3292,0.0152,2019/12/31
006564.OF,圆信永丰精选回报,300450.SZ,0,5.5566,5.5566,2019/12/31
006564.OF,圆信永丰精选回报,603338.SH,3.3287,4.8408,1.5121,2019/12/31
006564.OF,圆信永丰精选回报,600036.SH,0,4.1634,4.1634,2019/12/31
006564.OF,圆信永丰精选回报,600887.SH,3.3819,3.9189,0.537,2019/12/31
006564.OF,圆信永丰精选回报,600436.SH,3.4517,0,-3.4517,2019/12/31
006564.OF,圆信永丰精选回报,600585.SH,4.1072,4.6012,0.494,2019/12/31
006564.OF,圆信永丰精选回报,600030.SH,5.0095,5.0477,0.0382,2019/12/31
006564.OF,圆信永丰精选回报,600048.SH,6.4472,9.764,3.3168,2019/12/31
006564.OF,圆信永丰精选回报,002179.SZ,3.3693,3.5772,0.2079,2019/12/31
006568.OF,国联安行业领先,000002.SZ,0,6.4742,6.4742,2019/12/31
006568.OF,国联安行业领先,000651.SZ,0,5.6618,5.6618,2019/12/31
006568.OF,国联安行业领先,300033.SZ,0,4.719,4.719,2019/12/31
006568.OF,国联安行业领先,002142.SZ,0,4.6112,4.6112,2019/12/31
006568.OF,国联安行业领先,600570.SH,7.1464,5.8433,-1.3031,2019/12/31
006568.OF,国联安行业领先,600276.SH,5.5984,0,-5.5984,2019/12/31
006568.OF,国联安行业领先,002841.SZ,5.6182,4.4801,-1.1381,2019/12/31
006568.OF,国联安行业领先,002153.SZ,7.1659,6.1466,-1.0193,2019/12/31
006568.OF,国联安行业领先,300059.SZ,7.2364,0,-7.2364,2019/12/31
006568.OF,国联安行业领先,600588.SH,7.8628,5.3893,-2.4735,2019/12/31
006568.OF,国联安行业领先,002230.SZ,5.9704,6.3584,0.388,2019/12/31
006568.OF,国联安行业领先,601318.SH,7.9115,4.5906,-3.3209,2019/12/31
006568.OF,国联安行业领先,600519.SH,5.2665,0,-5.2665,2019/12/31
006568.OF,国联安行业领先,600837.SH,5.5214,0,-5.5214,2019/12/31
006580.OF,兴全安泰平衡养老(FOF),600309.SH,0,0.2494,0.2494,2019/12/31
006580.OF,兴全安泰平衡养老(FOF),603589.SH,0,0.3354,0.3354,2019/12/31
006580.OF,兴全安泰平衡养老(FOF),600048.SH,0,0.381,0.381,2019/12/31
006580.OF,兴全安泰平衡养老(FOF),000938.SZ,0.2254,0.4257,0.2003,2019/12/31
006580.OF,兴全安泰平衡养老(FOF),002352.SZ,0.4255,0.4044,-0.0211,2019/12/31
006580.OF,兴全安泰平衡养老(FOF),601398.SH,0.3311,0.8278,0.4967,2019/12/31
006580.OF,兴全安泰平衡养老(FOF),300413.SZ,0.3121,0.3413,0.0292,2019/12/31
006580.OF,兴全安泰平衡养老(FOF),002773.SZ,0.2802,0.2608,-0.0194,2019/12/31
006580.OF,兴全安泰平衡养老(FOF),000002.SZ,0.2782,0.2855,0.0073,2019/12/31
006580.OF,兴全安泰平衡养老(FOF),601128.SH,0.2614,0,-0.2614,2019/12/31
006580.OF,兴全安泰平衡养老(FOF),601166.SH,0.2045,0,-0.2045,2019/12/31
006580.OF,兴全安泰平衡养老(FOF),003816.SZ,0.2539,0,-0.2539,2019/12/31
006580.OF,兴全安泰平衡养老(FOF),603883.SH,0.3427,0.2487,-0.094,2019/12/31
