stock,start_date,end_date,yield,volatility,idiosyncratic_volatility
000728.SZ,2020/3/31,2020/6/30,9.0026,25.9043,0.0109
000728.SZ,2020/6/30,2020/9/30,307.168,52.3126,0.0258
000729.SZ,2019/9/30,2019/12/31,54.841,24.2437,0.0148
000729.SZ,2019/12/31,2020/3/31,-26.7293,36.0703,0.0102
000729.SZ,2020/3/31,2020/6/30,74.8903,33.3152,0.0203
000729.SZ,2020/6/30,2020/9/30,130.2301,43.7693,0.0234
000733.SZ,2019/9/30,2019/12/31,22.4459,33.9882,0.0186
000733.SZ,2019/12/31,2020/3/31,28.5266,68.3763,0.0328
000733.SZ,2020/3/31,2020/6/30,116.7134,43.9825,0.0209
000733.SZ,2020/6/30,2020/9/30,1283.63,76.1079,0.0440
000739.SZ,2019/9/30,2019/12/31,21.8367,38.826,0.0241
000739.SZ,2019/12/31,2020/3/31,612.9858,53.5023,0.0312
000739.SZ,2020/3/31,2020/6/30,127.1281,45.9065,0.0269
000739.SZ,2020/6/30,2020/9/30,25.9622,48.8901,0.0282
000755.SZ,2019/9/30,2019/12/31,-4.9456,21.0923,0.0094
000755.SZ,2019/12/31,2020/3/31,-20.7123,36.2684,0.0121
000755.SZ,2020/3/31,2020/6/30,-6.5853,30.5798,0.0188
000755.SZ,2020/6/30,2020/9/30,2.0887,41.9923,0.0262
000756.SZ,2019/9/30,2019/12/31,56.4466,19.7224,0.0103
000756.SZ,2019/12/31,2020/3/31,855.1977,67.2736,0.0428
000756.SZ,2020/3/31,2020/6/30,-46.285,49.8692,0.0296
000756.SZ,2020/6/30,2020/9/30,-24.6854,41.6775,0.0227
000776.SZ,2019/9/30,2019/12/31,54.9191,23.7593,0.0076
000776.SZ,2019/12/31,2020/3/31,-37.7635,39.5943,0.0088
000776.SZ,2020/3/31,2020/6/30,15.5007,19.8113,0.0078
000776.SZ,2020/6/30,2020/9/30,75.1217,43.4567,0.0153
000779.SZ,2019/9/30,2019/12/31,-40.7639,22.6799,0.0119
000779.SZ,2019/12/31,2020/3/31,21.4453,55.0121,0.0244
000779.SZ,2020/3/31,2020/6/30,-20.052,57.1816,0.0360
000779.SZ,2020/6/30,2020/9/30,13.2256,32.9573,0.0132
000783.SZ,2019/9/30,2019/12/31,3.4613,22.7314,0.0092
000783.SZ,2019/12/31,2020/3/31,-38.6156,48.3557,0.0189
000783.SZ,2020/3/31,2020/6/30,33.3434,24.0923,0.0122
000783.SZ,2020/6/30,2020/9/30,110.4592,50.369,0.0180
000785.SZ,2019/9/30,2019/12/31,3.3053,49.3156,0.0309
000785.SZ,2019/12/31,2020/3/31,-43.0346,59.6414,0.0303
000785.SZ,2020/3/31,2020/6/30,-22.0321,26.1269,0.0150
000785.SZ,2020/6/30,2020/9/30,35.4023,48.5817,0.0282
000786.SZ,2019/9/30,2019/12/31,312.3739,24.6755,0.0151
000786.SZ,2019/12/31,2020/3/31,-29.6228,50.792,0.0252
000786.SZ,2020/3/31,2020/6/30,-34.7977,36.4033,0.0202
000786.SZ,2020/6/30,2020/9/30,305.021,53.7486,0.0317
000789.SZ,2019/9/30,2019/12/31,190.8126,35.0186,0.0188
000789.SZ,2019/12/31,2020/3/31,14.5196,44.7867,0.0195
000789.SZ,2020/3/31,2020/6/30,69.4715,33.3814,0.0192
000789.SZ,2020/6/30,2020/9/30,93.0574,48.9752,0.0248
000799.SZ,2019/9/30,2019/12/31,-35.2486,45.6731,0.0268
000799.SZ,2019/12/31,2020/3/31,-65.0865,46.5877,0.0183
000799.SZ,2020/3/31,2020/6/30,6621.13,55.592,0.0345
000799.SZ,2020/6/30,2020/9/30,75.8402,66.2266,0.0397
000802.SZ,2019/9/30,2019/12/31,-31.3954,40.5243,0.0247
000802.SZ,2019/12/31,2020/3/31,-23.0037,70.6246,0.0345
000802.SZ,2020/3/31,2020/6/30,-80.8968,54.7809,0.0339
000802.SZ,2020/6/30,2020/9/30,277.2305,58.8492,0.0335
000807.SZ,2019/9/30,2019/12/31,60.6328,29.5464,0.0147
000807.SZ,2019/12/31,2020/3/31,-71.1643,43.4555,0.0152
000807.SZ,2020/3/31,2020/6/30,66.1167,25.8405,0.0142
000807.SZ,2020/6/30,2020/9/30,70.3698,66.5421,0.0295
000810.SZ,2019/9/30,2019/12/31,256.1704,57.3396,0.0328
000810.SZ,2019/12/31,2020/3/31,-6.3111,70.5657,0.0295
000810.SZ,2020/3/31,2020/6/30,22.8972,45.5287,0.0218
000810.SZ,2020/6/30,2020/9/30,-54.8475,34.1709,0.0157
000818.SZ,2019/9/30,2019/12/31,2151.1,56.8452,0.0353
000818.SZ,2019/12/31,2020/3/31,97.7336,93.9729,0.0486
000818.SZ,2020/3/31,2020/6/30,38.0805,55.3699,0.0281
000818.SZ,2020/6/30,2020/9/30,-18.0343,62.0552,0.0327
000823.SZ,2019/9/30,2019/12/31,140.2975,47.2846,0.0272
000823.SZ,2019/12/31,2020/3/31,-57.0226,67.7291,0.0296
000823.SZ,2020/3/31,2020/6/30,139.775,41.5455,0.0173
000823.SZ,2020/6/30,2020/9/30,-19.4137,45.4929,0.0236
000830.SZ,2019/9/30,2019/12/31,28.8316,26.5926,0.0152
000830.SZ,2019/12/31,2020/3/31,-61.6328,41.8791,0.0145
000830.SZ,2020/3/31,2020/6/30,-6.9138,23.9091,0.0122
000830.SZ,2020/6/30,2020/9/30,114.8804,48.4624,0.0260
000858.SZ,2019/9/30,2019/12/31,-2.3596,20.672,0.0118
000858.SZ,2019/12/31,2020/3/31,-45.2872,46.8952,0.0163
000858.SZ,2020/3/31,2020/6/30,490.8164,31.6784,0.0159
000858.SZ,2020/6/30,2020/9/30,181.2999,39.7091,0.0217
000860.SZ,2019/9/30,2019/12/31,-0.1529,32.6158,0.0196
000860.SZ,2019/12/31,2020/3/31,93.5633,57.7577,0.0279
000860.SZ,2020/3/31,2020/6/30,-18.2464,41.3037,0.0248
000860.SZ,2020/6/30,2020/9/30,48.5097,48.5951,0.0270
000869.SZ,2019/9/30,2019/12/31,-22.9807,14.474,0.0071
000869.SZ,2019/12/31,2020/3/31,-57.8845,33.7918,0.0106
000869.SZ,2020/3/31,2020/6/30,431.5192,39.2788,0.0248
000869.SZ,2020/6/30,2020/9/30,-11.4124,53.75,0.0316
000876.SZ,2019/9/30,2019/12/31,124.1981,44.3474,0.0272
000876.SZ,2019/12/31,2020/3/31,675.8731,62.3123,0.0340
000876.SZ,2020/3/31,2020/6/30,21.8061,37.2702,0.0235
000876.SZ,2020/6/30,2020/9/30,-16.0535,48.3086,0.0263
000877.SZ,2019/9/30,2019/12/31,45.9152,32.2362,0.0172
000877.SZ,2019/12/31,2020/3/31,-2.9197,45.7873,0.0216
000877.SZ,2020/3/31,2020/6/30,253.9043,43.0544,0.0261
000877.SZ,2020/6/30,2020/9/30,84.8499,57.3771,0.0346
000878.SZ,2019/9/30,2019/12/31,244.6974,34.5635,0.0187
000878.SZ,2019/12/31,2020/3/31,-77.7066,47.5638,0.0152
000878.SZ,2020/3/31,2020/6/30,53.7025,31.2755,0.0159
000878.SZ,2020/6/30,2020/9/30,169.7647,61.3505,0.0277
000885.SZ,2019/9/30,2019/12/31,31.9363,18.7734,0.0098
000885.SZ,2019/12/31,2020/3/31,-28.5551,46.8756,0.0187
000885.SZ,2020/3/31,2020/6/30,-2.6867,26.12,0.0153
000885.SZ,2020/6/30,2020/9/30,47.6607,41.6359,0.0217
000887.SZ,2019/9/30,2019/12/31,14.0339,27.0079,0.0151
000887.SZ,2019/12/31,2020/3/31,13.3121,65.0687,0.0332
000887.SZ,2020/3/31,2020/6/30,-48.3773,34.2057,0.0199
000887.SZ,2020/6/30,2020/9/30,214.3986,57.0183,0.0281
000895.SZ,2019/9/30,2019/12/31,112.8672,40.2756,0.0255
000895.SZ,2019/12/31,2020/3/31,264.6187,42.102,0.0243
000895.SZ,2020/3/31,2020/6/30,148.9761,35.1394,0.0220
000895.SZ,2020/6/30,2020/9/30,67.9929,48.7474,0.0295
000902.SZ,2019/9/30,2019/12/31,-63.3067,25.5596,0.0144
000902.SZ,2019/12/31,2020/3/31,11.758,46.8629,0.0235
000902.SZ,2020/3/31,2020/6/30,50.2599,37.8428,0.0211
000902.SZ,2020/6/30,2020/9/30,196.2602,46.9423,0.0264
000905.SZ,2019/9/30,2019/12/31,16.0027,17.9274,0.0072
000905.SZ,2019/12/31,2020/3/31,-58.1855,42.946,0.0209
000905.SZ,2020/3/31,2020/6/30,39.9111,29.4787,0.0154
000905.SZ,2020/6/30,2020/9/30,23.8958,42.829,0.0204
000910.SZ,2019/9/30,2019/12/31,198.1319,37.7223,0.0203
000910.SZ,2019/12/31,2020/3/31,-60.606,50.4734,0.0200
000910.SZ,2020/3/31,2020/6/30,352.8757,59.2391,0.0351
000910.SZ,2020/6/30,2020/9/30,62.6707,53.8018,0.0299
000913.SZ,2019/9/30,2019/12/31,89.9838,42.7335,0.0261
000913.SZ,2019/12/31,2020/3/31,-25.4523,51.929,0.0255
000913.SZ,2020/3/31,2020/6/30,312.9001,42.5602,0.0266
000913.SZ,2020/6/30,2020/9/30,810.3617,65.5092,0.0381
000915.SZ,2019/9/30,2019/12/31,144.0423,39.7349,0.0253
000915.SZ,2019/12/31,2020/3/31,-45.5001,54.2706,0.0286
000915.SZ,2020/3/31,2020/6/30,364.5939,39.0211,0.0236
000915.SZ,2020/6/30,2020/9/30,-42.2242,38.5851,0.0207
000921.SZ,2019/9/30,2019/12/31,42.6629,31.2569,0.0156
000921.SZ,2019/12/31,2020/3/31,-60.8733,45.8782,0.0156
000921.SZ,2020/3/31,2020/6/30,256.9493,38.859,0.0214
000921.SZ,2020/6/30,2020/9/30,40.2821,47.2288,0.0256
000923.SZ,2019/9/30,2019/12/31,-7.2929,20.9131,0.0096
000923.SZ,2019/12/31,2020/3/31,-60.1181,41.2515,0.0166
000923.SZ,2020/3/31,2020/6/30,16.7614,39.0712,0.0237
000923.SZ,2020/6/30,2020/9/30,-3.8494,32.8602,0.0135
000932.SZ,2019/9/30,2019/12/31,80.2848,28.2757,0.0168
000932.SZ,2019/12/31,2020/3/31,-54.7993,36.4529,0.0135
000932.SZ,2020/3/31,2020/6/30,7.2293,17.7845,0.0097
000932.SZ,2020/6/30,2020/9/30,198.3913,39.6389,0.0188
000933.SZ,2019/9/30,2019/12/31,131.5256,40.6335,0.0224
000933.SZ,2019/12/31,2020/3/31,-69.5223,41.9141,0.0146
000933.SZ,2020/3/31,2020/6/30,0,20.6877,0.0112
000933.SZ,2020/6/30,2020/9/30,72.5775,54.0048,0.0235
000937.SZ,2019/9/30,2019/12/31,15.6997,17.6045,0.0084
000937.SZ,2019/12/31,2020/3/31,-56.2201,29.6916,0.0083
000937.SZ,2020/3/31,2020/6/30,0,15.3885,0.0072
000937.SZ,2020/6/30,2020/9/30,171.117,45.8108,0.0227
000938.SZ,2019/9/30,2019/12/31,-4.7057,35.5953,0.0204
000938.SZ,2019/12/31,2020/3/31,68.2242,61.1749,0.0267
000938.SZ,2020/3/31,2020/6/30,108.2924,38.3804,0.0203
000938.SZ,2020/6/30,2020/9/30,-45.5982,49.0144,0.0239
000950.SZ,2019/9/30,2019/12/31,-34.199,20.5517,0.0105
000950.SZ,2019/12/31,2020/3/31,-32.9261,35.5713,0.0227
000950.SZ,2020/3/31,2020/6/30,-9.2379,16.5893,0.0096
000950.SZ,2020/6/30,2020/9/30,44.4522,42.3333,0.0237
000951.SZ,2019/9/30,2019/12/31,461.0501,41.6314,0.0243
000951.SZ,2019/12/31,2020/3/31,-37.5807,50.6549,0.0219
000951.SZ,2020/3/31,2020/6/30,587.289,42.7076,0.0256
000951.SZ,2020/6/30,2020/9/30,57.7896,57.549,0.0347
000955.SZ,2019/9/30,2019/12/31,1801.52,54.5886,0.0338
000955.SZ,2019/12/31,2020/3/31,62.9582,104.7172,0.0666
000955.SZ,2020/3/31,2020/6/30,-1.8719,60.4633,0.0380
000955.SZ,2020/6/30,2020/9/30,-4.6899,49.744,0.0276
000960.SZ,2019/9/30,2019/12/31,5.1824,19.7958,0.0097
000960.SZ,2019/12/31,2020/3/31,-65.7972,39.5129,0.0134
000960.SZ,2020/3/31,2020/6/30,23.9548,24.5662,0.0115
000960.SZ,2020/6/30,2020/9/30,21.334,39.637,0.0148
000961.SZ,2019/9/30,2019/12/31,219.4027,40.3089,0.0211
000961.SZ,2019/12/31,2020/3/31,-73.2584,55.3504,0.0275
000961.SZ,2020/3/31,2020/6/30,59.2162,31.157,0.0181
000961.SZ,2020/6/30,2020/9/30,26.1327,42.4687,0.0223
000963.SZ,2019/9/30,2019/12/31,-18.8989,26.0191,0.0159
000963.SZ,2019/12/31,2020/3/31,-73.6727,44.1284,0.0217
000963.SZ,2020/3/31,2020/6/30,400.9664,39.6894,0.0241
000963.SZ,2020/6/30,2020/9/30,1.5252,46.3844,0.0226
000966.SZ,2019/9/30,2019/12/31,-7.4386,22.3947,0.0125
000966.SZ,2019/12/31,2020/3/31,-49.8278,35.5379,0.0147
000966.SZ,2020/3/31,2020/6/30,-21.1923,20.5726,0.0122
000966.SZ,2020/6/30,2020/9/30,9.1386,20.1368,0.0096
000967.SZ,2019/9/30,2019/12/31,-8.0638,17.2434,0.0098
000967.SZ,2019/12/31,2020/3/31,-25.1664,48.0228,0.0212
000967.SZ,2020/3/31,2020/6/30,331.0135,34.8331,0.0219
000967.SZ,2020/6/30,2020/9/30,2.0115,42.3887,0.0242
000968.SZ,2019/9/30,2019/12/31,-13.0331,22.6869,0.0131
000968.SZ,2019/12/31,2020/3/31,-45.2049,36.1295,0.0158
000968.SZ,2020/3/31,2020/6/30,-43.5182,23.1168,0.0123
000968.SZ,2020/6/30,2020/9/30,7.5044,39.4388,0.0208
000975.SZ,2019/9/30,2019/12/31,5.199,37.2185,0.0234
000975.SZ,2019/12/31,2020/3/31,43.5468,65.3935,0.0365
000975.SZ,2020/3/31,2020/6/30,54.9989,42.4825,0.0266
000975.SZ,2020/6/30,2020/9/30,-25.4877,49.1968,0.0273
000976.SZ,2019/9/30,2019/12/31,-0.7807,30.2985,0.0185
000976.SZ,2019/12/31,2020/3/31,-4.1206,58.2542,0.0281
000976.SZ,2020/3/31,2020/6/30,51.5637,43.3302,0.0243
000976.SZ,2020/6/30,2020/9/30,52.3025,45.4622,0.0230
000977.SZ,2019/9/30,2019/12/31,52.0275,44.792,0.0251
000977.SZ,2019/12/31,2020/3/31,309.9297,63.0356,0.0313
000977.SZ,2020/3/31,2020/6/30,8.3082,47.0643,0.0245
000977.SZ,2020/6/30,2020/9/30,-59.8116,41.3757,0.0188
000983.SZ,2019/9/30,2019/12/31,17.4736,17.0919,0.0078
000983.SZ,2019/12/31,2020/3/31,-62.6756,31.9763,0.0089
000983.SZ,2020/3/31,2020/6/30,13.2801,19.9991,0.0112
000983.SZ,2020/6/30,2020/9/30,77.4928,36.7497,0.0154
000987.SZ,2019/9/30,2019/12/31,30.6291,43.9124,0.0243
000987.SZ,2019/12/31,2020/3/31,-24.8104,47.2509,0.0209
000987.SZ,2020/3/31,2020/6/30,202.7914,51.5415,0.0322
000987.SZ,2020/6/30,2020/9/30,351.5185,81.7784,0.0396
000988.SZ,2019/9/30,2019/12/31,17.367,35.3269,0.0193
000988.SZ,2019/12/31,2020/3/31,-9.1091,67.3683,0.0304
000988.SZ,2020/3/31,2020/6/30,121.7394,36.6229,0.0183
000988.SZ,2020/6/30,2020/9/30,-17.1085,38.6057,0.0202
000997.SZ,2019/9/30,2019/12/31,-19.1572,31.6208,0.0160
000997.SZ,2019/12/31,2020/3/31,-2.3766,59.9169,0.0282
000997.SZ,2020/3/31,2020/6/30,3.7345,30.9343,0.0154
000997.SZ,2020/6/30,2020/9/30,5.4938,39.0863,0.0151
000998.SZ,2019/9/30,2019/12/31,94.6701,31.4622,0.0192
000998.SZ,2019/12/31,2020/3/31,262.6065,78.2139,0.0423
000998.SZ,2020/3/31,2020/6/30,-8.5273,46.2753,0.0281
000998.SZ,2020/6/30,2020/9/30,51.1864,52.7657,0.0302
000999.SZ,2019/9/30,2019/12/31,39.1077,32.9134,0.0199
000999.SZ,2019/12/31,2020/3/31,-32.2475,46.8625,0.0294
000999.SZ,2020/3/31,2020/6/30,21.629,27.5612,0.0164
000999.SZ,2020/6/30,2020/9/30,-28.0912,27.6418,0.0115
0011.HK,2019/9/30,2019/12/31,-15.6506,19.4053,0.0110
0011.HK,2019/12/31,2020/3/31,-51.5798,29.0321,0.0158
0011.HK,2020/3/31,2020/6/30,0.5092,35.622,0.0191
0011.HK,2020/6/30,2020/9/30,-37.4863,23.2676,0.0146
0012.HK,2019/9/30,2019/12/31,19.1224,19.4628,0.0111
0012.HK,2019/12/31,2020/3/31,-64.2718,28.2347,0.0158
0012.HK,2020/3/31,2020/6/30,28.7028,32.484,0.0152
0012.HK,2020/6/30,2020/9/30,-3.4683,20.8384,0.0128
0016.HK,2019/9/30,2019/12/31,45.3702,21.2136,0.0122
0016.HK,2019/12/31,2020/3/31,-42.7547,29.3783,0.0154
0016.HK,2020/3/31,2020/6/30,-0.2068,34.2057,0.0168
0016.HK,2020/6/30,2020/9/30,2.5318,18.8275,0.0119
001914.SZ,2019/9/30,2019/12/31,89.3014,44.705,0.0275
001914.SZ,2019/12/31,2020/3/31,98.324,58.6699,0.0306
001914.SZ,2020/3/31,2020/6/30,278.9817,55.5555,0.0343
001914.SZ,2020/6/30,2020/9/30,-40.6834,47.2173,0.0269
001979.SZ,2019/9/30,2019/12/31,19.7855,17.7992,0.0097
001979.SZ,2019/12/31,2020/3/31,-55.7819,37.9881,0.0152
001979.SZ,2020/3/31,2020/6/30,0.2538,19.5143,0.0117
001979.SZ,2020/6/30,2020/9/30,-11.9841,33.6281,0.0172
002001.SZ,2019/9/30,2019/12/31,38.1124,33.1692,0.0201
002001.SZ,2019/12/31,2020/3/31,128.1935,49.2339,0.0247
002001.SZ,2020/3/31,2020/6/30,47.4132,32.7064,0.0162
002001.SZ,2020/6/30,2020/9/30,14.0305,41.5724,0.0214
002003.SZ,2019/9/30,2019/12/31,3.3632,12.4347,0.0069
002003.SZ,2019/12/31,2020/3/31,-25.9357,34.2915,0.0148
002003.SZ,2020/3/31,2020/6/30,1.1661,29.4992,0.0184
002003.SZ,2020/6/30,2020/9/30,59.7849,29.1227,0.0152
002007.SZ,2019/9/30,2019/12/31,17.6676,31.4059,0.0190
002007.SZ,2019/12/31,2020/3/31,351.2221,52.1052,0.0326
002007.SZ,2020/3/31,2020/6/30,341.0488,43.8328,0.0278
002007.SZ,2020/6/30,2020/9/30,63.3126,62.9935,0.0368
002008.SZ,2019/9/30,2019/12/31,32.5512,34.239,0.0191
002008.SZ,2019/12/31,2020/3/31,-73.8569,52.8558,0.0209
002008.SZ,2020/3/31,2020/6/30,192.3321,41.7702,0.0219
002008.SZ,2020/6/30,2020/9/30,-19.4359,43.8028,0.0237
002013.SZ,2019/9/30,2019/12/31,28.624,18.8802,0.0110
002013.SZ,2019/12/31,2020/3/31,18.2742,50.3207,0.0226
002013.SZ,2020/3/31,2020/6/30,62.6044,25.6698,0.0141
002013.SZ,2020/6/30,2020/9/30,309.8268,65.3371,0.0335
002014.SZ,2019/9/30,2019/12/31,239.1646,25.4959,0.0152
002014.SZ,2019/12/31,2020/3/31,-11.4774,39.1261,0.0215
002014.SZ,2020/3/31,2020/6/30,39.0014,31.6739,0.0193
002014.SZ,2020/6/30,2020/9/30,88.0102,38.623,0.0209
002015.SZ,2019/9/30,2019/12/31,-31.5758,21.1317,0.0115
002015.SZ,2019/12/31,2020/3/31,76.6171,53.9244,0.0300
002015.SZ,2020/3/31,2020/6/30,-52.8457,31.1026,0.0168
002015.SZ,2020/6/30,2020/9/30,-1.4034,36.8804,0.0207
002016.SZ,2019/9/30,2019/12/31,28.3635,36.0387,0.0203
002016.SZ,2019/12/31,2020/3/31,-63.7505,40.6053,0.0184
002016.SZ,2020/3/31,2020/6/30,-16.5382,23.4417,0.0137
002016.SZ,2020/6/30,2020/9/30,3.4825,36.0212,0.0177
002019.SZ,2019/9/30,2019/12/31,145.9043,38.6036,0.0234
002019.SZ,2019/12/31,2020/3/31,9.9256,56.221,0.0268
002019.SZ,2020/3/31,2020/6/30,398.2588,40.1603,0.0233
002019.SZ,2020/6/30,2020/9/30,55.5103,56.3238,0.0301
002024.SZ,2019/9/30,2019/12/31,-6.8687,15.6719,0.0078
002024.SZ,2019/12/31,2020/3/31,-37.7807,28.7231,0.0103
002024.SZ,2020/3/31,2020/6/30,-5.0611,20.1503,0.0109
002024.SZ,2020/6/30,2020/9/30,18.1429,48.2281,0.0264
002025.SZ,2019/9/30,2019/12/31,6.6357,19.5807,0.0109
002025.SZ,2019/12/31,2020/3/31,-29.0398,47.5845,0.0179
002025.SZ,2020/3/31,2020/6/30,500.1613,36.7779,0.0216
002025.SZ,2020/6/30,2020/9/30,303.6147,62.9337,0.0361
002027.SZ,2019/9/30,2019/12/31,89.8275,33.0991,0.0198
002027.SZ,2019/12/31,2020/3/31,-77.7257,47.978,0.0205
002027.SZ,2020/3/31,2020/6/30,258.4792,43.4219,0.0238
002027.SZ,2020/6/30,2020/9/30,361.2242,53.2195,0.0284
002028.SZ,2019/9/30,2019/12/31,127.5482,34.0542,0.0201
002028.SZ,2019/12/31,2020/3/31,210.9182,72.3137,0.0386
002028.SZ,2020/3/31,2020/6/30,159.1209,51.896,0.0280
002028.SZ,2020/6/30,2020/9/30,87.5009,52.8945,0.0278
002032.SZ,2019/9/30,2019/12/31,24.621,23.9233,0.0131
002032.SZ,2019/12/31,2020/3/31,-34.0641,38.9036,0.0174
002032.SZ,2020/3/31,2020/6/30,48.0628,26.6069,0.0164
002032.SZ,2020/6/30,2020/9/30,52.1958,32.6783,0.0189
002034.SZ,2019/9/30,2019/12/31,-22.3729,31.3796,0.0186
002034.SZ,2019/12/31,2020/3/31,-36.526,43.6131,0.0187
002034.SZ,2020/3/31,2020/6/30,238.9832,37.0384,0.0221
002034.SZ,2020/6/30,2020/9/30,1.7125,41.9548,0.0239
002035.SZ,2019/9/30,2019/12/31,240.9817,36.7705,0.0206
002035.SZ,2019/12/31,2020/3/31,-56.2032,49.1796,0.0178
002035.SZ,2020/3/31,2020/6/30,-26.9765,34.3654,0.0200
002035.SZ,2020/6/30,2020/9/30,-13.7295,35.3663,0.0196
002036.SZ,2019/9/30,2019/12/31,67.3863,59.602,0.0340
002036.SZ,2019/12/31,2020/3/31,-64.0888,69.6743,0.0319
002036.SZ,2020/3/31,2020/6/30,107.624,52.7305,0.0243
002036.SZ,2020/6/30,2020/9/30,-32.669,43.5342,0.0198
002039.SZ,2019/9/30,2019/12/31,13.4552,12.9473,0.0076
002039.SZ,2019/12/31,2020/3/31,-28.4082,25.5057,0.0094
002039.SZ,2020/3/31,2020/6/30,180.8932,18.3445,0.0110
002039.SZ,2020/6/30,2020/9/30,-34.1283,24.8345,0.0142
002041.SZ,2019/9/30,2019/12/31,90.2687,43.0868,0.0267
002041.SZ,2019/12/31,2020/3/31,293.5433,79.2251,0.0443
002041.SZ,2020/3/31,2020/6/30,81.3149,65.6551,0.0407
002041.SZ,2020/6/30,2020/9/30,212.221,70.8781,0.0432
002043.SZ,2019/9/30,2019/12/31,291.3494,38.3996,0.0240
002043.SZ,2019/12/31,2020/3/31,8.3468,54.8164,0.0260
002043.SZ,2020/3/31,2020/6/30,54.8636,54.8589,0.0337
002043.SZ,2020/6/30,2020/9/30,98.3694,60.7944,0.0322
002044.SZ,2019/9/30,2019/12/31,138.7134,39.8202,0.0241
002044.SZ,2019/12/31,2020/3/31,-58.9306,40.1809,0.0174
002044.SZ,2020/3/31,2020/6/30,165.4583,51.3347,0.0279
002044.SZ,2020/6/30,2020/9/30,1.8637,43.1509,0.0246
002048.SZ,2019/9/30,2019/12/31,3.4636,44.233,0.0271
002048.SZ,2019/12/31,2020/3/31,15.102,76.7745,0.0372
002048.SZ,2020/3/31,2020/6/30,-27.7015,43.5786,0.0223
002048.SZ,2020/6/30,2020/9/30,53.3026,41.5221,0.0203
002049.SZ,2019/9/30,2019/12/31,-9.2596,39.2609,0.0231
002049.SZ,2019/12/31,2020/3/31,-11.7941,58.7244,0.0290
002049.SZ,2020/3/31,2020/6/30,383.0951,58.6359,0.0327
002049.SZ,2020/6/30,2020/9/30,540.9651,78.0295,0.0380
002050.SZ,2019/9/30,2019/12/31,219.7393,38.013,0.0223
002050.SZ,2019/12/31,2020/3/31,-28.4302,59.3336,0.0313
002050.SZ,2020/3/31,2020/6/30,950.6332,43.4852,0.0243
002050.SZ,2020/6/30,2020/9/30,13.1029,41.6044,0.0220
002056.SZ,2019/9/30,2019/12/31,94.8199,24.8072,0.0153
002056.SZ,2019/12/31,2020/3/31,115.9777,85.5278,0.0422
002056.SZ,2020/3/31,2020/6/30,72.3006,42.4417,0.0226
002056.SZ,2020/6/30,2020/9/30,70.2977,45.6703,0.0236
002061.SZ,2019/9/30,2019/12/31,63.0185,37.9783,0.0239
002061.SZ,2019/12/31,2020/3/31,-42.4954,43.3694,0.0165
002061.SZ,2020/3/31,2020/6/30,16.2214,44.3329,0.0272
002061.SZ,2020/6/30,2020/9/30,46.8804,35.5023,0.0176
002063.SZ,2019/9/30,2019/12/31,112.9672,49.1827,0.0300
002063.SZ,2019/12/31,2020/3/31,32.987,67.8399,0.0339
002063.SZ,2020/3/31,2020/6/30,-3.5487,37.4467,0.0174
002063.SZ,2020/6/30,2020/9/30,-35.9532,37.0049,0.0169
002064.SZ,2019/9/30,2019/12/31,90.0387,32.2599,0.0188
002064.SZ,2019/12/31,2020/3/31,-71.1041,47.7628,0.0230
002064.SZ,2020/3/31,2020/6/30,47.6939,36.2742,0.0200
002064.SZ,2020/6/30,2020/9/30,294.3653,53.9918,0.0291
002065.SZ,2019/9/30,2019/12/31,418.9715,51.0777,0.0297
002065.SZ,2019/12/31,2020/3/31,174.5502,78.7269,0.0399
002065.SZ,2020/3/31,2020/6/30,15.2778,52.1785,0.0265
002065.SZ,2020/6/30,2020/9/30,-47.6766,36.4558,0.0147
002074.SZ,2019/9/30,2019/12/31,68.7119,31.7162,0.0174
002074.SZ,2019/12/31,2020/3/31,130.7232,83.2417,0.0457
002074.SZ,2020/3/31,2020/6/30,470.7442,71.5572,0.0428
002074.SZ,2020/6/30,2020/9/30,-33.9674,52.564,0.0278
002075.SZ,2019/9/30,2019/12/31,-52.1608,29.7403,0.0162
002075.SZ,2019/12/31,2020/3/31,426.9569,76.1042,0.0463
002075.SZ,2020/3/31,2020/6/30,298.3825,67.8518,0.0401
002075.SZ,2020/6/30,2020/9/30,-21.4618,54.5317,0.0330
002078.SZ,2019/9/30,2019/12/31,160.5316,35.3638,0.0219
002078.SZ,2019/12/31,2020/3/31,-42.1356,49.2154,0.0203
002078.SZ,2020/3/31,2020/6/30,26.9566,34.2192,0.0187
002078.SZ,2020/6/30,2020/9/30,326.6226,42.0054,0.0226
002079.SZ,2019/9/30,2019/12/31,520.251,62.297,0.0394
002079.SZ,2019/12/31,2020/3/31,-53.5809,75.3447,0.0390
002079.SZ,2020/3/31,2020/6/30,263.1616,54.3099,0.0334
002079.SZ,2020/6/30,2020/9/30,-65.4991,45.5308,0.0207
002080.SZ,2019/9/30,2019/12/31,94.0561,40.7633,0.0215
002080.SZ,2019/12/31,2020/3/31,-19.879,56.547,0.0240
002080.SZ,2020/3/31,2020/6/30,302.4121,32.2708,0.0148
002080.SZ,2020/6/30,2020/9/30,173.1928,51.9759,0.0284
002081.SZ,2019/9/30,2019/12/31,-11.4484,35.253,0.0205
002081.SZ,2019/12/31,2020/3/31,-23.6558,42.9965,0.0178
002081.SZ,2020/3/31,2020/6/30,-10.5548,27.1956,0.0155
002081.SZ,2020/6/30,2020/9/30,125.1198,55.964,0.0317
