基金代码,基金名称,成立日期,基金经理,上一期,日期,区间收益率,区间波动率,Sharpe,上一期基金规模,成立年限
000001.OF,华夏成长,2001/12/18,董阳阳,2018/9/30,2018/12/31,-23.85176,21.0954,-1,42.75798085,17.0466
000011.OF,华夏大盘精选,2004/8/11,陈伟彦,2018/9/30,2018/12/31,-37.517321,27.7333,-1,35.66476828,14.3973
000017.OF,财通可持续发展主题,2013/3/27,夏钦,2018/9/30,2018/12/31,-32.946661,24.1304,-1,2.07078564,5.7671
000020.OF,景顺长城品质投资,2013/3/19,詹成,2018/9/30,2018/12/31,-25.398408,25.5054,-1,5.583299279,5.789
000021.OF,华夏优势增长,2006/11/24,郑晓辉,2018/9/30,2018/12/31,-35.841676,26.6432,-1,50.19219692,12.1096
000031.OF,华夏复兴,2007/9/10,周克平,2018/9/30,2018/12/31,-19.84197,28.3616,-1,11.60606489,11.3151
000039.OF,农银汇理低估值高增长,2013/3/26,张燕,2018/9/30,2018/12/31,-35.70034,18.341,-1,3.49230466,5.7699
000061.OF,华夏盛世精选,2009/12/11,赵航,2018/9/30,2018/12/31,-42.831007,27.8783,-1,8.972203213,9.0603
000066.OF,诺安鸿鑫,2013/5/3,宋德舜,2018/9/30,2018/12/31,3.329401,1.1099,-1,9.404495871,5.6658
000083.OF,汇添富消费行业,2013/5/3,胡昕炜,2018/9/30,2018/12/31,-45.089695,28.4012,-1,41.32216349,5.6658
000117.OF,广发轮动配置,2013/5/28,吴兴武,2018/9/30,2018/12/31,-32.183136,28.8157,-1,6.993724933,5.5973
000120.OF,中银美丽中国,2013/6/7,严菲,2018/9/30,2018/12/31,-31.343858,19.6264,-1,0.370306303,5.5699
000124.OF,华宝服务优选,2013/6/27,代云锋,2018/9/30,2018/12/31,-43.990861,24.558,-1,9.974791379,5.5151
000127.OF,农银汇理行业领先,2013/6/25,张峰,2018/9/30,2018/12/31,-37.766973,23.1844,-1,18.81093428,5.5205
000172.OF,华泰柏瑞量化增强A,2013/8/2,田汉卿,2018/9/30,2018/12/31,-42.467924,23.6277,-1,54.9475388,5.4164
000199.OF,国泰量化策略收益,2015/1/16,高崇南,2018/9/30,2018/12/31,-37.05707,20.3946,-1,0.527697229,3.9589
000209.OF,信诚新兴产业,2013/7/17,"王睿,孙浩中",2018/9/30,2018/12/31,-35.11928,20.3977,-1,0.134914481,5.4603
000220.OF,富国医疗保健行业,2013/8/7,孙笑悦,2018/9/30,2018/12/31,-41.784275,27.9706,-1,13.83525507,5.4027
000251.OF,工银瑞信金融地产A,2013/8/26,"鄢耀,王君正",2018/9/30,2018/12/31,-31.828327,24.1753,-1,22.41648305,5.3507
000263.OF,工银瑞信信息产业,2013/11/11,单文,2018/9/30,2018/12/31,-23.554909,26.7245,-1,4.43138834,5.1397
000308.OF,建信创新中国,2013/9/24,邵卓,2018/9/30,2018/12/31,-15.732588,22.2044,-1,0.859144479,5.2712
000309.OF,大摩品质生活精选,2013/10/29,"何晓春,雷志勇",2018/9/30,2018/12/31,-32.157105,29.4709,-1,4.038353982,5.1753
000327.OF,南方潜力新蓝筹,2015/5/29,吴剑毅,2018/9/30,2018/12/31,-14.303496,11.3348,-1,2.338723219,3.5945
000339.OF,长城医疗保健,2014/2/28,谭小兵,2018/9/30,2018/12/31,-37.215049,25.839,-1,1.096009218,4.8411
000409.OF,鹏华环保产业,2014/3/7,孟昊,2018/9/30,2018/12/31,-13.539008,22.5119,-1,2.482355381,4.8219
000411.OF,景顺长城优质成长,2014/1/2,徐喻军,2018/9/30,2018/12/31,-41.540629,23.6537,-1,0.826329127,4.9973
000418.OF,景顺长城成长之星,2013/12/13,"邓敬东,周寒颖",2018/9/30,2018/12/31,-36.833674,29.3817,-1,0.636628582,5.0521
000432.OF,中银优秀企业,2014/1/28,欧阳力君,2018/9/30,2018/12/31,-31.633888,18.6614,-1,0.351322436,4.926
000471.OF,富国城镇发展,2014/1/28,蒲世林,2018/9/30,2018/12/31,-44.479854,28.6826,-1,8.951391937,4.926
000522.OF,华润元大信息传媒科技,2014/3/31,"刘宏毅,李仆",2018/9/30,2018/12/31,-32.376324,28.2388,-1,0.583360552,4.7562
000524.OF,上投摩根民生需求,2014/3/14,杨景喻,2018/9/30,2018/12/31,-35.047321,30.0799,-1,1.998924335,4.8027
000532.OF,景顺长城优势企业,2014/3/19,江科宏,2018/9/30,2018/12/31,-48.752058,32.017,-1,2.731378457,4.789
000547.OF,建信健康民生,2014/3/21,姜锋,2018/9/30,2018/12/31,-31.864785,22.8387,-1,0.643648518,4.7836
000549.OF,华安大国新经济,2014/4/14,翁启森,2018/9/30,2018/12/31,-41.348883,32.2848,-1,1.58429816,4.7178
000550.OF,广发新动力,2014/3/19,刘玉,2018/9/30,2018/12/31,-45.88756,26.3949,-1,6.346938685,4.789
000551.OF,信诚幸福消费,2014/4/29,闾志刚,2018/9/30,2018/12/31,-36.994144,26.7631,-1,0.101213637,4.6767
000577.OF,安信价值精选,2014/4/21,陈一峰,2018/9/30,2018/12/31,-32.787813,23.8309,-1,45.71572713,4.6986
000589.OF,光大银发商机主题,2014/4/29,陈栋,2018/9/30,2018/12/31,-22.376219,25.727,-1,1.359191219,4.6767
000594.OF,大摩进取优选,2014/5/29,朱睿,2018/9/30,2018/12/31,-42.106564,25.6838,-1,0.463738908,4.5945
000612.OF,华宝生态中国,2014/6/13,夏林锋,2018/9/30,2018/12/31,-30.783545,31.7752,-1,5.899369104,4.5534
000628.OF,大成高新技术产业,2015/2/3,刘旭,2018/9/30,2018/12/31,-26.015888,24.1119,-1,4.145878894,3.9096
000646.OF,华润元大量化优选A,2014/8/18,李武群,2018/9/30,2018/12/31,-57.933277,28.4574,-1,0.341689702,4.3726
000688.OF,景顺长城研究精选,2014/8/12,"曾理,崔俊杰",2018/9/30,2018/12/31,-41.299549,23.6578,-1,0.568846562,4.389
000696.OF,汇添富环保行业,2014/9/16,赵剑,2018/9/30,2018/12/31,-30.192553,24.8467,-1,17.48768448,4.2932
000711.OF,嘉实医疗保健,2014/8/13,颜媛,2018/9/30,2018/12/31,-50.133675,31.735,-1,17.10583362,4.3863
000729.OF,建信中小盘,2014/8/20,"邵卓,周智硕",2018/9/30,2018/12/31,-35.803753,25.5399,-1,1.84047428,4.3671
000761.OF,国富健康优质生活,2014/9/23,王晓宁,2018/9/30,2018/12/31,-36.276351,24.7226,-1,0.097095031,4.274
000778.OF,鹏华先进制造,2014/11/4,袁航,2018/9/30,2018/12/31,-37.379461,26.8135,-1,5.577996168,4.1589
000780.OF,鹏华医疗保健,2014/9/23,郎超,2018/9/30,2018/12/31,-52.311809,28.4976,-1,11.13616584,4.274
000803.OF,工银瑞信研究精选,2014/10/23,宋炳珅,2018/9/30,2018/12/31,-40.216685,24.6655,-1,0.552365843,4.1918
000828.OF,泰达宏利转型机遇,2014/11/18,王鹏,2018/9/30,2018/12/31,-27.944871,31.629,-1,0.576079975,4.1205
000831.OF,工银瑞信医疗保健行业,2014/11/18,"赵蓓,谭冬寒",2018/9/30,2018/12/31,-50.306811,29.8412,-1,32.92251772,4.1205
000866.OF,华宝高端制造,2014/12/10,贺喆,2018/9/30,2018/12/31,-40.789709,24.779,-1,3.818570181,4.0603
000884.OF,民生加银优选,2014/12/19,高松,2018/9/30,2018/12/31,-48.320465,24.9131,-1,3.096237029,4.0356
000893.OF,工银瑞信创新动力,2014/12/11,杨鑫鑫,2018/9/30,2018/12/31,-42.940834,27.2196,-1,6.754813664,4.0575
000916.OF,前海开源股息率100强,2015/1/13,丁尧,2018/9/30,2018/12/31,-26.632894,22.5091,-1,6.298298351,3.9671
000925.OF,汇添富外延增长主题,2014/12/8,"王栩,蔡志文",2018/9/30,2018/12/31,-51.864276,30.8891,-1,28.3413209,4.0658
000945.OF,华夏医疗健康A,2015/2/2,"陈斌,王泽实",2018/9/30,2018/12/31,-57.045248,29.4984,-1,21.86457447,3.9123
000960.OF,招商医药健康产业,2015/1/30,李佳存,2018/9/30,2018/12/31,-51.409816,34.2418,-1,8.867619814,3.9205
000971.OF,诺安新经济,2015/1/26,杨琨,2018/9/30,2018/12/31,-35.727617,26.6821,-1,2.695250447,3.9315
000991.OF,工银瑞信战略转型主题,2015/2/16,杜洋,2018/9/30,2018/12/31,-31.612783,30.349,-1,7.570161852,3.874
001036.OF,嘉实企业变革,2015/2/12,谢泽林,2018/9/30,2018/12/31,-31.074786,29.3993,-1,11.07885804,3.8849
001039.OF,嘉实先进制造,2015/4/24,张淼,2018/9/30,2018/12/31,-41.841686,27.8102,-1,12.73194251,3.6904
001047.OF,光大国企改革主题,2015/3/25,林晓凤,2018/9/30,2018/12/31,-34.064736,23.6805,-1,10.33010908,3.7726
001048.OF,富国新兴产业,2015/3/12,方纬,2018/9/30,2018/12/31,-32.799186,23.4545,-1,19.88121515,3.8082
001050.OF,汇添富成长多因子量化策略,2015/2/16,"吴振翔,许一尊",2018/9/30,2018/12/31,-32.913095,25.7776,-1,10.72048452,3.874
001054.OF,工银瑞信新金融,2015/3/19,鄢耀,2018/9/30,2018/12/31,-34.05073,23.6168,-1,6.961686497,3.789
001088.OF,华宝国策导向,2015/5/8,丁靖斐,2018/9/30,2018/12/31,-35.520379,25.5228,-1,7.537723844,3.6521
001097.OF,华泰柏瑞积极优选,2015/3/26,杜聪,2018/9/30,2018/12/31,-49.555183,23.6583,-1,2.954899923,3.7699
001104.OF,华安新丝路主题,2015/4/9,谢昌旭,2018/9/30,2018/12/31,-26.95877,20.696,-1,13.16667411,3.7315
001158.OF,工银瑞信新材料新能源行业,2015/4/28,张剑峰,2018/9/30,2018/12/31,-46.365447,22.8981,-1,18.97658723,3.6795
001162.OF,前海开源优势蓝筹A,2015/4/28,肖立强,2018/9/30,2018/12/31,-46.40604,25.7696,-1,0.322151568,3.6795
001167.OF,金鹰科技创新,2015/4/30,乔春,2018/9/30,2018/12/31,-52.26101,30.7001,-1,6.750374606,3.674
001178.OF,前海开源再融资主题精选,2015/5/18,邱杰,2018/9/30,2018/12/31,-24.941581,27.7383,-1,7.008900194,3.6247
001186.OF,富国文体健康,2015/5/6,林庆,2018/9/30,2018/12/31,-40.898242,25.9309,-1,13.73472339,3.6575
001188.OF,鹏华改革红利,2015/4/28,"袁航,郭盈",2018/9/30,2018/12/31,-25.639752,25.798,-1,12.76712867,3.6795
001193.OF,中金消费升级,2015/6/24,闫鑫,2018/9/30,2018/12/31,-40.339144,27.7318,-1,1.552442704,3.5233
001195.OF,工银瑞信农业产业,2015/5/26,杨柯,2018/9/30,2018/12/31,-42.200581,24.6951,-1,7.163786913,3.6027
001223.OF,鹏华文化传媒娱乐,2016/1/27,贺宁,2018/9/30,2018/12/31,-21.574939,28.3828,-1,0.853063202,2.9288
001230.OF,鹏华医药科技,2015/6/2,金笑非,2018/9/30,2018/12/31,-56.103668,29.9503,-1,13.41109023,3.5836
001236.OF,博时丝路主题A,2015/5/22,沙炜,2018/9/30,2018/12/31,-30.493656,23.136,-1,10.48449662,3.6137
001245.OF,工银瑞信生态环境,2015/6/2,"何肖颉,闫思倩",2018/9/30,2018/12/31,-39.046344,23.8511,-1,8.900651832,3.5836
001256.OF,泓德优选成长,2015/5/21,王克玉,2018/9/30,2018/12/31,-30.391726,23.3486,-1,31.2968536,3.6164
001267.OF,泰达宏利蓝筹价值,2015/6/3,"张勋,赖庆鑫",2018/9/30,2018/12/31,-40.27733,22.5069,-1,1.099688901,3.5808
001277.OF,博时国企改革主题,2015/5/20,林景艺,2018/9/30,2018/12/31,-43.829421,24.6342,-1,11.48358302,3.6192
001382.OF,易方达国企改革,2017/8/23,郭杰,2018/9/30,2018/12/31,-48.312167,35.5515,-1,1.241118214,1.3562
001396.OF,建信互联网+产业升级,2015/6/23,何珅华,2018/9/30,2018/12/31,-33.86762,26.7794,-1,8.889573725,3.526
001403.OF,招商国企改革,2015/6/29,李亚,2018/9/30,2018/12/31,-45.438161,30.9682,-1,6.616712048,3.5096
001404.OF,招商移动互联网,2015/6/19,张林,2018/9/30,2018/12/31,-39.801439,25.6742,-1,12.22782617,3.537
001409.OF,工银瑞信互联网加,2015/6/5,"张继圣,单文",2018/9/30,2018/12/31,-47.035208,28.8259,-1,31.27609555,3.5753
001410.OF,信达澳银新能源产业,2015/7/31,冯明远,2018/9/30,2018/12/31,-24.438975,32.1407,-1,8.045671311,3.4219
001416.OF,嘉实事件驱动,2015/6/9,"张自力,张楠",2018/9/30,2018/12/31,-46.379592,26.5373,-1,43.17189517,3.5644
001421.OF,南方量化成长,2015/6/29,李佳亮,2018/9/30,2018/12/31,-41.401444,30.2878,-1,5.061208186,3.5096
001475.OF,易方达国防军工,2015/6/19,何崇恺,2018/9/30,2018/12/31,-49.073891,26.698,-1,39.25416924,3.537
001476.OF,中银智能制造,2015/6/19,王伟,2018/9/30,2018/12/31,-45.939106,26.4571,-1,14.65767498,3.537
001482.OF,上投摩根新兴服务,2015/8/6,"郭晨,杨景喻",2018/9/30,2018/12/31,-47.396754,26.2405,-1,0.681830769,3.4055
001490.OF,汇添富国企创新增长,2015/7/10,李威,2018/9/30,2018/12/31,-45.729556,28,-1,5.942622929,3.4795
001495.OF,东方新价值A,2015/7/3,薛子徵,2018/9/30,2018/12/31,-1.886693,12.6383,-1,0.262441881,3.4986
001496.OF,工银瑞信聚焦30,2015/6/25,"王筱苓,胡志利",2018/9/30,2018/12/31,-30.287125,22.2019,-1,1.9948257,3.5205
001513.OF,易方达信息产业,2016/9/27,郑希,2018/9/30,2018/12/31,-36.362432,30.1052,-1,4.020113981,2.2603
001521.OF,国寿安保成长优选,2015/12/11,"张琦,张标",2018/9/30,2018/12/31,-37.673657,28.5188,-1,4.380429033,3.0575
001542.OF,国泰互联网+,2015/8/4,彭凌志,2018/9/30,2018/12/31,-44.029828,28.5927,-1,32.10165381,3.411
001558.OF,天弘医疗健康A,2015/6/30,"刘盟盟,郭相博",2018/9/30,2018/12/31,-49.480638,30.6165,-1,0.447028625,3.5068
001576.OF,国泰智能装备,2017/6/21,王阳,2018/9/30,2018/12/31,-39.186505,28.1293,-1,6.873969076,1.5288
001583.OF,安信新常态沪港深精选,2015/8/7,袁玮,2018/9/30,2018/12/31,-35.52784,27.5361,-1,5.202596814,3.4027
001605.OF,国富沪港深成长精选,2016/1/20,徐成,2018/9/30,2018/12/31,-28.446085,25.2581,-1,1.687664184,2.9479
001614.OF,东方区域发展,2016/9/7,张玉坤,2018/9/30,2018/12/31,-31.107329,24.7678,-1,0.355140626,2.3151
001628.OF,招商体育文化休闲,2015/8/18,"李佳存,文仲阳",2018/9/30,2018/12/31,-42.995458,34.1657,-1,0.422255505,3.3726
001637.OF,嘉实腾讯自选股大数据,2015/12/7,"刘斌,龙昌伦",2018/9/30,2018/12/31,-31.570227,27.1549,-1,2.174478198,3.0685
001645.OF,国泰大健康,2016/2/3,徐治彪,2018/9/30,2018/12/31,-46.990309,31.5898,-1,3.494882437,2.9096
001672.OF,国寿安保智慧生活,2015/9/1,张琦,2018/9/30,2018/12/31,-37.884587,26.7802,-1,4.055992442,3.3342
001678.OF,英大国企改革主题,2018/11/22,张媛,2018/9/30,2018/12/31,0,2.6132,-1,0,0.1068
001685.OF,汇添富沪港深新价值,2016/7/27,杨威风,2018/9/30,2018/12/31,-44.583627,29.8447,-1,3.694012368,2.4301
001703.OF,银华沪港深增长,2016/8/10,"周大鹏,周晶",2018/9/30,2018/12/31,-46.174554,27.9017,-1,3.625183348,2.3918
001705.OF,泓德战略转型,2015/11/10,秦毅,2018/9/30,2018/12/31,-35.455387,25.2075,-1,5.991068738,3.1425
001707.OF,诺安高端制造,2017/6/8,史高飞,2018/9/30,2018/12/31,-35.528538,31.3359,-1,0.51679863,1.5644
001714.OF,工银瑞信文体产业A,2015/12/30,袁芳,2018/9/30,2018/12/31,-22.073932,24.8224,-1,4.481155351,3.0055
001717.OF,工银瑞信前沿医疗A,2016/2/3,赵蓓,2018/9/30,2018/12/31,-47.476025,29.4284,-1,4.593046737,2.9096
001718.OF,工银瑞信物流产业,2016/3/1,张宇帆,2018/9/30,2018/12/31,-19.527983,21.8819,-1,0.47831981,2.8356
001719.OF,工银瑞信国家战略主题,2016/1/29,陈小鹭,2018/9/30,2018/12/31,-36.870559,25.5583,-1,0.478229107,2.9233
001725.OF,汇添富中国高端制造,2017/3/20,赵鹏飞,2018/9/30,2018/12/31,-45.757856,23.8515,-1,37.33645249,1.7836
001726.OF,汇添富新兴消费,2015/12/2,刘伟林,2018/9/30,2018/12/31,-53.156747,32.5164,-1,5.728919384,3.0822
001736.OF,圆信永丰优加生活,2015/10/28,范妍,2018/9/30,2018/12/31,-38.859331,24.1263,-1,12.45457449,3.1781
001749.OF,招商中国机遇,2018/2/8,"李亚,王景",2018/9/30,2018/12/31,-38.700082,27.5112,-1,8.052755605,0.8932
001764.OF,广发沪港深新机遇,2016/5/27,余昊,2018/9/30,2018/12/31,-47.621759,27.0366,-1,14.8814714,2.5973
001766.OF,上投摩根医疗健康,2015/10/21,方钰涵,2018/9/30,2018/12/31,-35.483928,27.7199,-1,4.868677791,3.1973
001825.OF,建信中国制造2025,2017/3/8,孙晟,2018/9/30,2018/12/31,-39.511751,26.7794,-1,1.199767532,1.8164
001849.OF,前海开源强势共识100强,2015/12/10,谢屹,2018/9/30,2018/12/31,-41.296584,27.9066,-1,0.210160282,3.0603
001877.OF,宝盈国家安全战略沪港深,2016/1/20,陈金伟,2018/9/30,2018/12/31,-42.335205,27.2962,-1,0.721074226,2.9479
001878.OF,嘉实沪港深精选,2016/5/27,张金涛,2018/9/30,2018/12/31,-47.022714,28.953,-1,66.16684988,2.5973
001884.OF,中欧互通精选E,2018/10/8,曲径,2018/9/30,2018/12/31,0,22.8632,-1,0.012870843,0.2301
001915.OF,宝盈医疗健康沪港深,2015/12/2,郝淼,2018/9/30,2018/12/31,-61.093006,34.6031,-1,1.634643206,3.0822
001917.OF,招商量化精选A,2016/3/15,王平,2018/9/30,2018/12/31,-36.116512,28.276,-1,0.417421953,2.7973
001938.OF,中欧时代先锋A,2015/11/3,周应波,2018/9/30,2018/12/31,-26.534892,29.4114,-1,24.592951,3.1616
001974.OF,景顺长城量化新动力,2016/7/13,黎海威,2018/9/30,2018/12/31,-40.261811,24.659,-1,7.271333947,2.4685
001985.OF,富国低碳新经济,2015/12/18,杨栋,2018/9/30,2018/12/31,-38.50354,27.2947,-1,6.552734569,3.0384
002001.OF,华夏回报A,2003/9/5,"蔡向阳,林青泽",2018/9/30,2018/12/31,-32.95361,21.7754,-1,124.5970093,15.3315
002011.OF,华夏红利,2005/6/30,林晶,2018/9/30,2018/12/31,-28.233189,22.4737,-1,73.63117212,13.5123
002168.OF,嘉实智能汽车,2016/2/4,姚志鹏,2018/9/30,2018/12/31,-4.096434,31.47,-1,1.976819843,2.9068
002174.OF,东方互联网嘉,2016/4/6,周思越,2018/9/30,2018/12/31,-41.940894,22.6382,-1,0.209570309,2.737
002179.OF,华安事件驱动量化策略,2016/12/14,"孙晨进,张序",2018/9/30,2018/12/31,-35.838148,28.504,-1,0.502666045,2.0466
002210.OF,创金合信量化多因子A,2016/1/22,董梁,2018/9/30,2018/12/31,-24.171672,27.0428,-1,6.74357751,2.9425
002229.OF,华夏经济转型,2016/3/15,张帆,2018/9/30,2018/12/31,-34.227975,28.6915,-1,6.656078526,2.7973
002300.OF,长盛医疗行业,2016/2/3,周思聪,2018/9/30,2018/12/31,-54.804499,27.1354,-1,0.448373912,2.9096
002332.OF,汇丰晋信沪港深A,2016/11/10,程彧,2018/9/30,2018/12/31,-39.295667,32.604,-1,13.45994077,2.1397
002334.OF,汇丰晋信大盘波动精选A,2016/3/11,方磊,2018/9/30,2018/12/31,-24.42025,18.4894,-1,0.910348579,2.8082
002340.OF,富国价值优势,2016/4/8,孙彬,2018/9/30,2018/12/31,-51.845738,30.8874,-1,1.452242027,2.7315
002387.OF,工银瑞信沪港深A,2016/4/20,张继圣,2018/9/30,2018/12/31,-36.815347,26.5909,-1,33.42163246,2.6986
002562.OF,泓德泓益,2016/4/26,苏昌景,2018/9/30,2018/12/31,-36.815347,27.6073,-1,4.033063139,2.6822
002595.OF,博时工业4.0,2016/6/8,兰乔,2018/9/30,2018/12/31,-24.953607,23.4186,-1,0.478896975,2.5644
002612.OF,融通通慧A,2016/9/20,"余志勇,黄浩荣",2018/9/30,2018/12/31,-52.958583,31.4137,-1,0.232233357,2.2795
002621.OF,中欧消费主题A,2016/7/22,郭睿,2018/9/30,2018/12/31,-41.35956,30.1783,-1,0.786425868,2.4438
002861.OF,工银瑞信智能制造,2017/6/21,农冰立,2018/9/30,2018/12/31,-43.26107,26.2174,-1,0.256883685,1.5288
002871.OF,华夏智胜价值成长A,2016/8/9,孙蒙,2018/9/30,2018/12/31,-34.702465,23.932,-1,0.091982866,2.3945
002952.OF,建信多因子量化,2016/8/9,叶乐天,2018/9/30,2018/12/31,-38.10527,22.9171,-1,0.366398379,2.3945
002980.OF,华夏创新前沿,2016/9/7,"林晶,屠环宇",2018/9/30,2018/12/31,-28.147301,29.6312,-1,2.137079227,2.3151
003053.OF,嘉实文体娱乐A,2016/9/7,"张丹华,王贵重",2018/9/30,2018/12/31,-33.805041,31.1686,-1,2.327872653,2.3151
003095.OF,中欧医疗健康A,2016/9/29,葛兰,2018/9/30,2018/12/31,-61.463959,37.1988,-1,9.369465166,2.2548
003190.OF,创金合信消费主题A,2016/8/22,陈建军,2018/9/30,2018/12/31,-19.730102,5.8367,-1,0.00037319,2.3589
003230.OF,创金合信医疗保健行业A,2016/8/30,皮劲松,2018/9/30,2018/12/31,-52.618673,25.4352,-1,0.041529628,2.337
003232.OF,创金合信金融地产A,2016/8/30,李龑,2018/9/30,2018/12/31,-68.969975,37.6551,-1,0.014086468,2.337
003492.OF,前海开源外向企业,2016/11/17,石峰,2018/9/30,2018/12/31,-39.824278,25.531,-1,0.283562279,2.1205
003567.OF,华夏行业景气,2017/2/4,"王劲松,钟帅",2018/9/30,2018/12/31,-7.633192,20.5043,-1,0.686553944,1.9041
003634.OF,嘉实农业产业,2016/12/7,吴越,2018/9/30,2018/12/31,-30.282697,24.4181,-1,1.582803757,2.0658
003745.OF,广发多元新兴,2017/4/25,"刘格菘,唐晓斌",2018/9/30,2018/12/31,-51.424105,30.3685,-1,1.309077749,1.6849
003751.OF,万家瑞隆,2016/11/30,刘洋,2018/9/30,2018/12/31,-42.105724,26.5914,-1,0.080253114,2.0849
003834.OF,华夏能源革新,2017/6/7,郑泽鸿,2018/9/30,2018/12/31,-16.395297,30.0207,-1,3.640650823,1.5671
003853.OF,金鹰信息产业A,2017/3/10,樊勇,2018/9/30,2018/12/31,37.30329,28.2855,-1,0.003727246,1.811
003956.OF,南方现代教育,2017/1/25,萧嘉倩,2018/9/30,2018/12/31,-14.566234,24.715,-1,1.019018442,1.9315
004075.OF,交银医药创新,2017/3/23,楼慧源,2018/9/30,2018/12/31,-42.812542,29.2791,-1,5.536996161,1.7753
004076.OF,国联安锐意成长,2017/1/23,"高兰君,呼荣权",2018/9/30,2018/12/31,-40.423663,23.7181,-1,2.204908777,1.937
004098.OF,前海开源股息率50强,2017/5/8,"王霞,董治国",2018/9/30,2018/12/31,-29.881051,20.1398,-1,1.128316161,1.6493
004112.OF,创金合信国企活力,2017/1/23,"黄弢,李龑",2018/9/30,2018/12/31,-21.00108,20.5563,-1,0.951249979,1.937
004183.OF,富国产业升级,2017/6/9,章旭峰,2018/9/30,2018/12/31,-54.733125,26.5874,-1,1.190354511,1.5616
004189.OF,华商消费行业,2017/3/15,何奇峰,2018/9/30,2018/12/31,-46.082871,24.0205,-1,0.212239839,1.7973
004212.OF,中融量化智选A,2017/3/22,"陈薪羽,孙亚超",2018/9/30,2018/12/31,-31.463469,24.8067,-1,0.377022661,1.7781
004250.OF,银河量化优选,2017/4/27,楼华锋,2018/9/30,2018/12/31,-32.625193,24.0144,-1,0.527868003,1.6795
004292.OF,鹏华沪深港互联网,2017/4/6,"聂毅翔,王海青",2018/9/30,2018/12/31,-27.991327,25.6885,-1,1.098991448,1.737
004332.OF,恒生前海沪港深新兴,2017/4/1,郑栋,2018/9/30,2018/12/31,-45.793604,21.3495,-1,0.807065925,1.7507
004350.OF,汇丰晋信价值先锋,2018/11/14,吴培文,2018/9/30,2018/12/31,0,1.2729,-1,0,0.1288
004352.OF,北信瑞丰研究精选,2017/6/28,程敏,2018/9/30,2018/12/31,-42.238905,29.2298,-1,0.423375869,1.5096
004359.OF,创金合信量化核心A,2017/3/27,"董梁,王林峰",2018/9/30,2018/12/31,-35.254644,20.6752,-1,0.715947529,1.7644
004403.OF,平安股息精选A,2017/5/17,"成钧,毛时超",2018/9/30,2018/12/31,-45.835996,24.0249,-1,0.143725894,1.6247
004424.OF,汇添富文体娱乐主题,2018/6/21,杨瑨,2018/9/30,2018/12/31,-15.361184,11.1572,-1,11.47004834,0.5288
004434.OF,博时逆向投资A,2017/4/14,"蔡滨,李喆",2018/9/30,2018/12/31,-10.574348,17.6723,-1,2.969672459,1.7151
004450.OF,嘉实前沿科技,2017/5/19,张丹华,2018/9/30,2018/12/31,-48.768321,33.9764,-1,37.05102381,1.6192
004477.OF,嘉实沪港深回报,2017/3/29,"张金涛,王丹",2018/9/30,2018/12/31,-39.982834,25.3222,-1,45.51346456,1.7589
004505.OF,博时新兴消费主题,2017/6/5,"王俊,王诗瑶",2018/9/30,2018/12/31,-12.171633,24.027,-1,2.37753706,1.5726
004606.OF,上投摩根优选多因子,2017/8/23,施虓文,2018/9/30,2018/12/31,-43.441411,25.8799,-1,1.110851586,1.3562
004616.OF,中欧电子信息产业A,2017/7/7,"许文星,刘金辉",2018/9/30,2018/12/31,-18.832507,29.2045,-1,1.762709674,1.4849
004640.OF,华夏节能环保,2017/8/11,吕佳玮,2018/9/30,2018/12/31,-9.655786,25.89,-1,2.119850104,1.389
004683.OF,建信高端医疗,2017/7/18,潘龙玲,2018/9/30,2018/12/31,-38.190114,29.8653,-1,0.95944229,1.4548
004716.OF,信诚量化阿尔法,2017/7/12,提云涛,2018/9/30,2018/12/31,-38.429842,25.4108,-1,0.507128442,1.4712
004720.OF,华夏睿磐泰茂A,2017/12/6,"张弘弢,宋洋",2018/9/30,2018/12/31,-3.889605,4.7744,-1,2.332118162,1.0685
004730.OF,建信量化事件驱动,2017/9/13,薛玲,2018/9/30,2018/12/31,-36.625372,22.1321,-1,0.999053243,1.2986
004769.OF,申万菱信价值优先,2017/12/14,"刘敦,夏祥全",2018/9/30,2018/12/31,-42.468775,25.0373,-1,1.7747171,1.0466
004784.OF,招商稳健优选,2017/9/20,钟贇,2018/9/30,2018/12/31,-39.788478,24.4422,-1,0.606005984,1.2795
004812.OF,中欧先进制造A,2018/1/19,卢纯青,2018/9/30,2018/12/31,-17.682271,26.0017,-1,0.125848698,0.9479
004871.OF,中银金融地产A,2017/9/28,刘腾,2018/9/30,2018/12/31,-33.023363,23.8999,-1,0.802592595,1.2575
004881.OF,中银量化价值A,2017/11/24,赵志华,2018/9/30,2018/12/31,-38.606313,20.087,-1,1.848225952,1.1014
004926.OF,中航军民融合精选A,2018/2/9,韩浩,2018/9/30,2018/12/31,-34.720221,19.8365,-1,0.190502108,0.8904
004936.OF,中航混改精选A,2017/12/14,"韩浩,杜晓安",2018/9/30,2018/12/31,-35.512438,20.4679,-1,0.033881046,1.0466
004995.OF,广发品牌消费A,2017/12/14,"孙迪,陈樱子",2018/9/30,2018/12/31,-50.231554,29.8775,-1,0.463883315,1.0466
004997.OF,广发高端制造A,2017/9/1,"孙迪,郑澄然",2018/9/30,2018/12/31,-36.562799,27.8428,-1,0.432414364,1.3315
005000.OF,泰康泉林量化价值精选A,2017/9/29,刘伟,2018/9/30,2018/12/31,-42.757149,24.0563,-1,3.835747568,1.2548
