基金代码,基金名称,成立日期,基金经理,上一期,日期,区间收益率,区间波动率,Sharpe,上一期基金规模,成立年限
202213.OF,南方核心竞争,2015/12/29,卢玉珊,2020/3/31,2020/6/30,145.728103,13.4444,0.4361,1.325589955,4.5068
206009.OF,鹏华新兴产业,2011/6/15,梁浩,2020/3/31,2020/6/30,254.996681,17.8263,0.469,49.52293356,9.0493
210003.OF,金鹰行业优势,2009/7/1,倪超,2020/3/31,2020/6/30,150.935575,23.749,0.2578,1.588277626,11.0055
210004.OF,金鹰稳健成长,2010/4/14,陈立,2020/3/31,2020/6/30,162.118768,23.5269,0.2724,7.436432358,10.2192
210008.OF,金鹰策略配置,2011/9/1,韩广哲,2020/3/31,2020/6/30,292.659289,39.1117,0.2405,1.56373359,8.8356
210009.OF,金鹰核心资源,2012/5/23,陈颖,2020/3/31,2020/6/30,83.168879,24.6144,0.164,6.086847546,8.1096
213002.OF,宝盈泛沿海增长,2005/3/8,朱建明,2020/3/31,2020/6/30,114.117742,25.0273,0.2031,9.086541465,15.3233
213003.OF,宝盈策略增长,2007/1/19,"蔡丹,朱建明",2020/3/31,2020/6/30,153.306693,23.2459,0.2657,17.27963779,13.4548
213008.OF,宝盈资源优选,2008/4/15,肖肖,2020/3/31,2020/6/30,93.057266,18.447,0.2334,18.06530313,12.2164
217001.OF,招商安泰,2003/4/28,潘明曦,2020/3/31,2020/6/30,153.351793,14.6676,0.4143,4.299164532,17.1863
217002.OF,招商安泰平衡,2003/4/28,李崟,2020/3/31,2020/6/30,61.481262,9.413,0.3227,1.859514059,17.1863
217005.OF,招商先锋,2004/6/1,付斌,2020/3/31,2020/6/30,102.069933,15.8102,0.2897,15.2599265,16.0904
217010.OF,招商大盘蓝筹,2008/6/19,郭锐,2020/3/31,2020/6/30,152.906685,18.6354,0.3277,4.383287665,12.0384
217013.OF,招商中小盘精选,2009/12/25,韩冰,2020/3/31,2020/6/30,236.946052,18.5344,0.4327,1.663677496,10.5205
229002.OF,泰达宏利逆向策略,2012/5/23,刘欣,2020/3/31,2020/6/30,156.085005,16.3484,0.3771,2.377854917,8.1096
233001.OF,大摩基础行业,2004/3/26,"王大鹏,朱睿",2020/3/31,2020/6/30,116.798109,14.3588,0.3507,1.497482872,16.274
233006.OF,大摩领先优势,2009/9/22,何晓春,2020/3/31,2020/6/30,91.221773,19.6082,0.217,3.621023509,10.7781
233007.OF,大摩卓越成长,2010/5/18,王大鹏,2020/3/31,2020/6/30,145.503318,16.2916,0.3611,5.156693398,10.126
233009.OF,大摩多因子策略,2011/5/17,余斌,2020/3/31,2020/6/30,179.322386,19.5107,0.3475,11.96203019,9.1288
233011.OF,大摩主题优选,2012/3/13,缪东航,2020/3/31,2020/6/30,152.595127,17.5666,0.3465,1.716196667,8.3041
233015.OF,大摩华鑫量化配置A,2012/12/11,陈健夫,2020/3/31,2020/6/30,85.277663,14.998,0.2664,4.151018216,7.5562
240001.OF,华宝宝康消费品,2003/7/15,胡戈游,2020/3/31,2020/6/30,267.248724,19.4297,0.4429,11.14140635,16.9726
240004.OF,华宝动力组合,2005/11/17,刘自强,2020/3/31,2020/6/30,132.350405,23.907,0.2347,8.544933176,14.6274
240005.OF,华宝多策略,2004/5/11,蔡目荣,2020/3/31,2020/6/30,34.666371,13.6789,0.136,12.50901326,16.1479
240008.OF,华宝收益增长,2006/6/15,毛文博,2020/3/31,2020/6/30,72.813003,15.0112,0.2353,7.002397883,14.0521
240009.OF,华宝先进成长,2006/11/7,曾豪,2020/3/31,2020/6/30,234.644738,21.1413,0.3787,9.487971488,13.6548
240010.OF,华宝行业精选,2007/6/14,闫旭,2020/3/31,2020/6/30,110.332447,18.7214,0.2606,16.45373361,13.0548
240011.OF,华宝大盘精选,2008/10/7,詹杰,2020/3/31,2020/6/30,220.319335,17.7874,0.4314,1.040477841,11.737
240017.OF,华宝新兴产业,2010/12/7,易镜明,2020/3/31,2020/6/30,268.403945,22.1866,0.3904,3.475051544,9.5699
240020.OF,华宝医药生物,2012/2/28,光磊,2020/3/31,2020/6/30,313.90696,25.847,0.3673,8.55036439,8.3425
240022.OF,华宝资源优选,2012/8/21,"蔡目荣,丁靖斐",2020/3/31,2020/6/30,68.439121,15.6249,0.2155,2.32817666,7.863
255010.OF,国联安稳健,2003/8/8,刘斌,2020/3/31,2020/6/30,53.732984,11.6368,0.2342,1.459991789,16.9068
257010.OF,国联安小盘精选,2004/4/12,邹新进,2020/3/31,2020/6/30,79.658836,14.078,0.2686,8.094597982,16.2274
257020.OF,国联安精选,2005/12/28,魏东,2020/3/31,2020/6/30,113.230223,25.787,0.1965,6.335911706,14.5151
257040.OF,国联安红利,2008/10/22,徐俊,2020/3/31,2020/6/30,32.989232,15.8606,0.1133,0.454673584,11.6959
257050.OF,国联安主题驱动,2009/8/26,张汉毅,2020/3/31,2020/6/30,157.986157,15.9382,0.3896,0.818601397,10.8521
257070.OF,国联安优选行业,2011/5/23,潘明,2020/3/31,2020/6/30,217.853408,33.9521,0.2321,19.33646692,9.1123
260101.OF,景顺长城优选,2003/10/24,杨锐文,2020/3/31,2020/6/30,93.696683,16.6114,0.2593,42.58981464,16.6959
260104.OF,景顺长城内需增长,2004/6/25,刘彦春,2020/3/31,2020/6/30,158.090696,18.7826,0.3324,14.16225665,16.0247
260110.OF,景顺长城精选蓝筹,2007/6/18,"余广,江科宏",2020/3/31,2020/6/30,110.204423,14.8089,0.3264,32.18512947,13.0438
260112.OF,景顺长城能源基建,2009/10/20,鲍无可,2020/3/31,2020/6/30,36.351304,8.1583,0.2336,9.991319809,10.7014
260115.OF,景顺长城中小盘,2011/3/22,李孟海,2020/3/31,2020/6/30,90.850846,22.4489,0.1906,1.459043291,9.2822
260116.OF,景顺长城核心竞争力A,2011/12/20,余广,2020/3/31,2020/6/30,120.994041,15.7211,0.3293,24.11031038,8.5342
260117.OF,景顺长城支柱产业,2012/11/20,崔俊杰,2020/3/31,2020/6/30,94.823153,13.7111,0.3149,1.036703306,7.6137
270001.OF,广发聚富,2003/12/3,林英睿,2020/3/31,2020/6/30,55.653898,14.7035,0.1926,13.724445,16.5863
270002.OF,广发稳健增长A,2004/7/26,傅友兴,2020/3/31,2020/6/30,64.961101,9.7146,0.3275,149.8898241,15.9397
270005.OF,广发聚丰A,2005/12/23,邱璟旻,2020/3/31,2020/6/30,256.606673,24.698,0.3434,58.33793331,14.5288
270006.OF,广发策略优选,2006/5/17,罗洋,2020/3/31,2020/6/30,108.478212,14.5025,0.3294,31.10206655,14.1315
270007.OF,广发大盘成长,2007/6/13,苗宇,2020/3/31,2020/6/30,259.341556,19.8236,0.427,32.78936656,13.0575
270008.OF,广发核心精选,2008/7/16,程琨,2020/3/31,2020/6/30,86.854705,15.7938,0.257,7.722004951,11.9644
270021.OF,广发聚瑞A,2009/6/16,费逸,2020/3/31,2020/6/30,135.732598,22.0705,0.2574,18.36160303,11.0466
270028.OF,广发制造业精选A,2011/9/20,李巍,2020/3/31,2020/6/30,244.918303,23.8458,0.3457,7.297529063,8.7836
270041.OF,广发消费品精选A,2012/6/12,李琛,2020/3/31,2020/6/30,147.948215,16.4305,0.3622,5.528473283,8.0548
288001.OF,华夏经典配置,2004/3/15,佟巍,2020/3/31,2020/6/30,142.737126,14.7654,0.3923,6.399656961,16.3041
288002.OF,华夏收入,2005/11/17,郑煜,2020/3/31,2020/6/30,161.508934,18.1483,0.3484,22.04985219,14.6274
290002.OF,泰信先行策略,2004/6/28,王博强,2020/3/31,2020/6/30,70.358308,16.1612,0.2133,10.24678076,16.0164
290006.OF,泰信蓝筹精选,2009/4/22,"董山青,徐慕浩",2020/3/31,2020/6/30,64.361356,19.662,0.1652,0.674784699,11.1973
290008.OF,泰信发展主题,2010/12/15,钱鑫,2020/3/31,2020/6/30,94.648165,19.8863,0.2201,0.655435279,9.5479
290011.OF,泰信中小盘精选,2011/10/26,董季周,2020/3/31,2020/6/30,220.803557,35.2891,0.2257,2.209728096,8.6849
310308.OF,申万菱信盛利精选,2004/4/9,孙琳,2020/3/31,2020/6/30,215.116933,19.8705,0.3819,10.03160936,16.2356
310328.OF,申万菱信新动力,2005/11/10,周小波,2020/3/31,2020/6/30,247.592381,20.0616,0.411,8.298865641,14.6466
310358.OF,申万菱信新经济,2006/12/6,"林博程,付娟",2020/3/31,2020/6/30,230.109206,23.2304,0.3419,7.978758535,13.5753
310368.OF,申万菱信竞争优势,2008/7/4,廖明兵,2020/3/31,2020/6/30,99.984582,14.2529,0.3155,1.182361004,11.9973
310388.OF,申万菱信消费增长,2009/6/12,"杨扬,孙琳",2020/3/31,2020/6/30,328.565452,22.3413,0.433,2.067887683,11.0575
320001.OF,诺安平衡,2004/5/21,蔡宇滨,2020/3/31,2020/6/30,40.464572,9.053,0.2328,13.07619411,16.1205
320003.OF,诺安先锋,2005/12/19,"杨谷,张堃",2020/3/31,2020/6/30,194.827752,20.6197,0.3469,29.35479812,14.5397
320005.OF,诺安价值增长,2006/11/21,王创练,2020/3/31,2020/6/30,165.172346,17.2295,0.3718,13.45255031,13.6164
320007.OF,诺安成长,2009/3/10,蔡嵩松,2020/3/31,2020/6/30,244.085991,46.9429,0.1859,108.4832323,11.3151
320011.OF,诺安中小盘精选,2010/4/28,韩冬燕,2020/3/31,2020/6/30,67.847283,13.3815,0.2483,4.964394468,10.1808
320012.OF,诺安主题精选,2010/9/15,罗春蕾,2020/3/31,2020/6/30,187.579331,19.7485,0.3533,3.358200226,9.7973
320016.OF,诺安多策略,2011/8/9,李玉良,2020/3/31,2020/6/30,42.992369,11.7142,0.1915,0.768664115,8.8986
340006.OF,兴全全球视野,2006/9/20,王品,2020/3/31,2020/6/30,116.511153,17.6185,0.2872,18.53090984,13.7863
340007.OF,兴全社会责任,2008/4/30,季文华,2020/3/31,2020/6/30,189.268412,20.381,0.3446,51.21904321,12.1753
360001.OF,光大核心,2004/8/27,"翟云飞,金昉毅",2020/3/31,2020/6/30,76.923328,14.4166,0.2554,35.43864537,15.8521
360005.OF,光大红利,2006/3/24,徐晓杰,2020/3/31,2020/6/30,153.891306,16.0798,0.3797,4.320626683,14.2795
360006.OF,光大新增长,2006/9/14,魏晓雪,2020/3/31,2020/6/30,222.833917,22.1857,0.3506,8.663996162,13.8027
360010.OF,光大精选,2009/3/4,戴奇雷,2020/3/31,2020/6/30,60.408203,14.1847,0.2135,1.068339163,11.3315
360016.OF,光大行业轮动,2012/2/15,詹佳,2020/3/31,2020/6/30,234.170135,23.1529,0.3466,8.286779009,8.3781
370024.OF,上投摩根核心优选,2012/11/28,孙芳,2020/3/31,2020/6/30,226.379653,21.7787,0.3603,7.51775326,7.5918
370027.OF,上投摩根智选30,2013/3/6,李德辉,2020/3/31,2020/6/30,277.058352,18.549,0.4728,15.27446986,7.3233
373010.OF,上投摩根双息平衡A,2006/4/26,"孙芳,李博",2020/3/31,2020/6/30,34.082882,9.3389,0.1928,12.49229297,14.189
373020.OF,上投摩根双核平衡,2008/5/21,陈思郁,2020/3/31,2020/6/30,126.070379,15.6835,0.3397,4.060187205,12.1178
375010.OF,上投摩根中国优势,2004/9/15,杜猛,2020/3/31,2020/6/30,194.422628,20.1403,0.3544,13.49816743,15.8
376510.OF,上投摩根大盘蓝筹,2010/12/20,朱晓龙,2020/3/31,2020/6/30,98.97564,13.97,0.3193,2.678378633,9.5342
377150.OF,上投摩根健康品质生活,2012/2/1,周战海,2020/3/31,2020/6/30,204.689785,21.5425,0.3428,0.896053601,8.4164
378010.OF,上投摩根成长先锋,2006/9/20,"朱晓龙,倪权生",2020/3/31,2020/6/30,191.410892,17.445,0.4035,16.110003,13.7863
379010.OF,上投摩根中小盘,2009/1/21,郭晨,2020/3/31,2020/6/30,217.86039,22.8671,0.3361,5.237659013,11.4466
398001.OF,中海优质成长,2004/9/28,许定晴,2020/3/31,2020/6/30,86.792026,17.0421,0.2388,17.93457842,15.7644
398011.OF,中海分红增利,2005/6/16,邱红丽,2020/3/31,2020/6/30,116.394908,21.4083,0.2383,5.886695267,15.0493
398041.OF,中海量化策略,2009/6/24,彭海平,2020/3/31,2020/6/30,22.959112,18.39,0.0708,6.190799031,11.0247
398061.OF,中海消费主题精选,2011/11/9,姚晨曦,2020/3/31,2020/6/30,228.54347,25.8617,0.3075,3.305546559,8.6466
399011.OF,中海医疗保健,2012/3/7,刘俊,2020/3/31,2020/6/30,241.912501,25.3814,0.3235,12.83831395,8.3205
400003.OF,东方精选,2006/1/11,许文波,2020/3/31,2020/6/30,134.105128,16.627,0.335,12.9705735,14.4767
400007.OF,东方策略成长,2008/6/3,王然,2020/3/31,2020/6/30,166.657576,16.9329,0.3804,2.966868013,12.0822
400011.OF,东方核心动力,2009/6/24,盛泽,2020/3/31,2020/6/30,98.859612,15.2122,0.2937,1.954626621,11.0247
400015.OF,东方新能源汽车主题,2011/12/28,李瑞,2020/3/31,2020/6/30,233.756045,29.5394,0.2748,3.501857935,8.5123
400032.OF,东方主题精选,2015/3/23,蒋茜,2020/3/31,2020/6/30,173.61448,19.9625,0.333,1.180098559,5.2767
410001.OF,华富竞争力优选,2005/3/2,龚炜,2020/3/31,2020/6/30,149.31091,24.4215,0.2493,5.094105726,15.3397
410003.OF,华富成长趋势,2007/3/19,陈启明,2020/3/31,2020/6/30,180.336439,22.6399,0.3023,8.597407258,13.2932
410009.OF,华富量子生命力,2011/4/1,郦彬,2020/3/31,2020/6/30,178.853079,19.2059,0.3522,0.454217579,9.2548
420003.OF,天弘永定成长,2008/12/2,"田俊维,于洋",2020/3/31,2020/6/30,157.465073,16.6426,0.3728,5.507453311,11.5836
420005.OF,天弘周期策略,2009/12/17,谷琦彬,2020/3/31,2020/6/30,27.425128,13.4082,0.1112,1.439283284,10.5425
450001.OF,国富中国收益,2005/6/1,徐荔蓉,2020/3/31,2020/6/30,97.400863,11.2866,0.3887,3.399999015,15.0904
450002.OF,国富弹性市值,2006/6/14,赵晓东,2020/3/31,2020/6/30,115.879276,14.2286,0.3519,35.28688313,14.0548
450004.OF,国富深化价值,2008/7/3,刘晓,2020/3/31,2020/6/30,156.833346,16.2218,0.3812,1.428779166,12
450007.OF,国富成长动力,2009/3/25,杜飞,2020/3/31,2020/6/30,172.121425,19.7452,0.3346,0.694258879,11.274
460001.OF,华泰柏瑞盛世中国,2005/4/27,牛勇,2020/3/31,2020/6/30,230.732983,21.331,0.3717,12.93395842,15.1863
460002.OF,华泰柏瑞积极成长A,2007/5/29,陆从珍,2020/3/31,2020/6/30,113.358031,16.8025,0.2948,7.252922949,13.0986
460005.OF,华泰柏瑞价值增长A,2008/7/16,李晓西,2020/3/31,2020/6/30,183.171958,20.7916,0.3312,15.24506093,11.9644
460007.OF,华泰柏瑞行业领先,2009/8/3,吕慧建,2020/3/31,2020/6/30,146.939864,24.8201,0.243,3.611645276,10.9151
470006.OF,汇添富医药保健A,2010/9/21,郑磊,2020/3/31,2020/6/30,326.810581,26.3781,0.368,36.02226506,9.7808
470009.OF,汇添富民营活力A,2010/5/5,马翔,2020/3/31,2020/6/30,177.048906,19.4822,0.3452,47.91805225,10.1616
470028.OF,汇添富社会责任,2011/3/29,谭志强,2020/3/31,2020/6/30,181.781109,15.9792,0.4255,20.69051587,9.263
470098.OF,汇添富逆向投资,2012/3/9,董超,2020/3/31,2020/6/30,103.061036,17.0443,0.2714,4.99557007,8.3151
481001.OF,工银瑞信核心价值A,2005/8/31,何肖颉,2020/3/31,2020/6/30,191.44214,17.6928,0.398,37.49736739,14.8411
481006.OF,工银瑞信红利,2007/7/18,林念,2020/3/31,2020/6/30,235.171156,18.9994,0.4205,4.531278716,12.9616
481013.OF,工银瑞信消费服务,2011/4/21,王筱苓,2020/3/31,2020/6/30,173.000829,16.6112,0.397,5.211564319,9.2
481015.OF,工银瑞信主题策略,2011/10/24,黄安乐,2020/3/31,2020/6/30,249.863347,22.3687,0.3719,9.442855868,8.6904
481017.OF,工银瑞信量化策略,2012/4/26,游凛峰,2020/3/31,2020/6/30,173.231796,17.4629,0.3784,3.225665489,8.1836
483003.OF,工银瑞信精选平衡,2006/7/13,王君正,2020/3/31,2020/6/30,117.243873,13.885,0.3634,13.3515121,13.9753
501002.OF,长信价值优选,2019/2/26,吴晖,2020/3/31,2020/6/30,72.202579,10.5249,0.3299,1.157787449,1.3425
501051.OF,圆信永丰汇利,2017/11/30,"李明阳,邹维",2020/3/31,2020/6/30,115.7009,16.0864,0.312,4.196615806,2.5836
501062.OF,南方瑞合三年,2018/9/6,史博,2020/3/31,2020/6/30,133.882494,17.1093,0.3254,14.27439047,1.8164
501092.OF,交银施罗德瑞思三年,2020/2/21,沈楠,2020/3/31,2020/6/30,36.399498,12.3931,0.7044,0,0.3562
501093.OF,华夏翔阳两年定开,2020/3/6,蔡向阳,2020/3/31,2020/6/30,133.236074,27.841,0.8742,0,0.3178
510081.OF,长盛动态精选,2004/5/21,代毅,2020/3/31,2020/6/30,156.376787,18.3014,0.3384,3.018005514,16.1205
519001.OF,银华核心价值优选,2005/9/27,"倪明,苏静然",2020/3/31,2020/6/30,185.893591,19.0557,0.3636,37.65494277,14.7671
519002.OF,华安安信消费服务,2013/5/23,王斌,2020/3/31,2020/6/30,208.74535,21.6441,0.3453,5.693621913,7.1096
519005.OF,海富通股票,2005/7/29,吕越超,2020/3/31,2020/6/30,84.44039,37.8836,0.1145,69.48423472,14.9315
519008.OF,汇添富优势精选,2005/8/25,王栩,2020/3/31,2020/6/30,250.295832,20.8611,0.3982,21.16983917,14.8575
519011.OF,海富通精选,2003/8/22,"王智慧,黄峰",2020/3/31,2020/6/30,145.280383,18.9567,0.3115,13.46965232,16.8685
519013.OF,海富通风格优势,2006/10/19,陆怡雯,2020/3/31,2020/6/30,211.427649,20.6679,0.3638,3.980406517,13.7068
519017.OF,大成积极成长,2007/1/16,王磊,2020/3/31,2020/6/30,212.201836,17.9749,0.4175,9.116201557,13.463
519018.OF,汇添富均衡增长,2006/8/7,顾耀强,2020/3/31,2020/6/30,202.127999,17.7627,0.41,40.23253953,13.9068
519019.OF,大成景阳领先,2007/12/11,"徐彦,齐炜中",2020/3/31,2020/6/30,140.019477,19.1235,0.3014,6.927397074,12.5616
519025.OF,海富通领先成长,2009/4/30,李志,2020/3/31,2020/6/30,224.352785,21.8369,0.3575,1.068843749,11.1753
519026.OF,海富通中小盘,2010/4/14,范庭芳,2020/3/31,2020/6/30,344.499845,23.3549,0.4253,2.837072118,10.2192
519033.OF,海富通国策导向,2011/11/16,施敏佳,2020/3/31,2020/6/30,297.610366,38.0109,0.2489,0.889929933,8.6274
519035.OF,富国天博创新主题,2007/4/27,毕天宇,2020/3/31,2020/6/30,185.024165,17.2983,0.3982,20.14162527,13.1863
519039.OF,长盛同德,2007/10/25,朱律,2020/3/31,2020/6/30,141.010707,18.14,0.3186,10.07541973,12.6904
519056.OF,海富通内需热点,2013/12/19,黄峰,2020/3/31,2020/6/30,192.545395,21.5392,0.3303,7.89738636,6.5342
519068.OF,汇添富成长焦点,2007/3/12,雷鸣,2020/3/31,2020/6/30,242.926707,18.4248,0.4416,72.03733318,13.3123
519069.OF,汇添富价值精选A,2009/1/23,劳杰男,2020/3/31,2020/6/30,101.152309,13.4441,0.3369,135.3943003,11.4411
519087.OF,新华优选分红,2005/9/16,赵强,2020/3/31,2020/6/30,268.639334,17.5307,0.4911,10.7149919,14.7973
519089.OF,新华优选成长,2008/7/25,栾超,2020/3/31,2020/6/30,117.632061,17.7467,0.2871,6.268126867,11.9397
519093.OF,新华钻石品质企业,2010/2/3,蔡春红,2020/3/31,2020/6/30,140.544193,18.7999,0.3071,1.730820857,10.411
519095.OF,新华行业周期轮换,2010/7/21,刘彬,2020/3/31,2020/6/30,133.538359,20.7553,0.2699,1.024112185,9.9507
519099.OF,新华灵活主题,2011/7/13,钟俊,2020/3/31,2020/6/30,68.211181,11.1479,0.2979,1.0908447,8.9726
519110.OF,浦银安盛价值成长A,2008/4/16,吴勇,2020/3/31,2020/6/30,193.91781,21.8842,0.3267,13.64273205,12.2137
519115.OF,浦银安盛红利精选,2009/12/3,陈蔚丰,2020/3/31,2020/6/30,135.634926,21.6886,0.2616,0.869506763,10.5808
519150.OF,新华优选消费,2012/6/13,付伟,2020/3/31,2020/6/30,172.190614,15.2223,0.431,0.618274499,8.0521
519181.OF,万家和谐增长,2006/11/30,莫海波,2020/3/31,2020/6/30,100.223606,22.0488,0.2083,17.80264221,13.5918
519185.OF,万家精选,2009/5/18,黄海,2020/3/31,2020/6/30,14.007112,16.2073,0.0479,11.57456816,11.126
519193.OF,万家消费成长,2017/2/23,高源,2020/3/31,2020/6/30,100.991976,18.2155,0.2509,18.27347651,3.3507
519664.OF,银河美丽优萃A,2014/5/29,杨琪,2020/3/31,2020/6/30,343.387013,23.6444,0.4195,4.559305059,6.0932
519668.OF,银河竞争优势成长,2008/5/26,祝建辉,2020/3/31,2020/6/30,146.042445,20.0979,0.2956,2.620203282,12.1041
519670.OF,银河行业优选,2009/4/24,王海华,2020/3/31,2020/6/30,407.855601,24.7097,0.4388,10.5747882,11.1918
519672.OF,银河蓝筹精选,2010/7/16,袁曦,2020/3/31,2020/6/30,158.20274,24.0647,0.2625,8.922859095,9.9644
519673.OF,银河康乐,2014/11/18,余科苗,2020/3/31,2020/6/30,228.499384,18.1599,0.432,4.414633756,5.6192
519674.OF,银河创新成长,2010/12/29,郑巍山,2020/3/31,2020/6/30,195.940331,37.8298,0.1979,56.30806232,9.5096
519678.OF,银河消费驱动,2011/7/29,卢轶乔,2020/3/31,2020/6/30,204.833269,18.0723,0.4065,0.662014943,8.9288
519679.OF,银河主题策略,2012/9/21,张杨,2020/3/31,2020/6/30,226.394703,22.6524,0.347,5.753468458,7.7781
519688.OF,交银精选,2005/9/29,王崇,2020/3/31,2020/6/30,110.604938,14.219,0.3405,57.57345526,14.7616
519692.OF,交银成长A,2006/10/23,王少成,2020/3/31,2020/6/30,136.353827,21.4742,0.265,28.47569684,13.6959
519698.OF,交银先锋,2009/4/10,封晴,2020/3/31,2020/6/30,138.204778,22.0116,0.2612,4.973754572,11.2301
519702.OF,交银趋势优先,2010/12/22,杨金金,2020/3/31,2020/6/30,197.64556,15.9557,0.449,3.446042968,9.5288
519704.OF,交银先进制造,2011/6/22,刘鹏,2020/3/31,2020/6/30,85.287341,13.2935,0.2994,31.12179013,9.0301
519712.OF,交银阿尔法,2012/8/3,何帅,2020/3/31,2020/6/30,65.956889,10.4652,0.3083,102.4124877,7.9123
519714.OF,交银消费新驱动,2015/7/1,韩威俊,2020/3/31,2020/6/30,284.349023,17.8181,0.499,2.418214325,5.0027
519727.OF,交银成长30,2013/6/5,郭斐,2020/3/31,2020/6/30,110.825731,15.9223,0.3055,22.91735404,7.074
519732.OF,交银定期支付双息平衡,2013/9/4,杨浩,2020/3/31,2020/6/30,93.747316,12.365,0.3454,32.7780125,6.8247
519915.OF,富国消费主题,2014/12/12,"王园园,刘莉莉",2020/3/31,2020/6/30,232.189766,18.819,0.4213,11.82388294,5.5534
519935.OF,长信创新驱动,2016/9/29,沈佳,2020/3/31,2020/6/30,161.81506,25.7918,0.2495,0.897722377,3.7534
519979.OF,长信内需成长A,2011/10/20,安昀,2020/3/31,2020/6/30,222.807137,21.9474,0.3543,18.8825136,8.7014
519983.OF,长信量化先锋A,2010/11/18,左金保,2020/3/31,2020/6/30,165.998587,18.2678,0.3525,17.55504299,9.6219
519987.OF,长信恒利优势,2009/7/30,刘亮,2020/3/31,2020/6/30,169.366931,17.9401,0.3634,0.271223963,10.926
519991.OF,长信双利优选A,2008/6/19,祝昱丰,2020/3/31,2020/6/30,116.915717,17.3996,0.2913,6.182916321,12.0384
519993.OF,长信增利策略,2006/11/9,叶松,2020/3/31,2020/6/30,109.448321,16.9109,0.2856,5.55810815,13.6493
519996.OF,长信银利精选,2005/1/17,高远,2020/3/31,2020/6/30,75.768085,14.146,0.2571,6.969455684,15.4603
530001.OF,建信恒久价值,2005/12/1,陶灿,2020/3/31,2020/6/30,143.153505,19.6592,0.2979,8.242901554,14.589
530003.OF,建信优选成长A,2006/9/8,姚锦,2020/3/31,2020/6/30,100.341683,14.1624,0.3183,16.50454812,13.8192
530005.OF,建信优化配置,2007/3/1,邱宇航,2020/3/31,2020/6/30,116.048176,13.7166,0.3651,16.93572068,13.3425
530006.OF,建信核心精选,2008/11/25,王东杰,2020/3/31,2020/6/30,136.542208,14.0056,0.4008,3.031949731,11.6027
530011.OF,建信内生动力,2010/11/16,吴尚伟,2020/3/31,2020/6/30,169.124325,20.0417,0.3262,2.486187681,9.6274
530019.OF,建信社会责任,2012/8/14,刘克飞,2020/3/31,2020/6/30,137.638993,14.6134,0.3866,0.217567607,7.8822
540002.OF,汇丰晋信龙腾,2006/9/27,严瑾,2020/3/31,2020/6/30,130.845613,15.9626,0.3426,9.850185281,13.7671
540006.OF,汇丰晋信大盘A,2009/6/24,"严瑾,黄立华",2020/3/31,2020/6/30,72.870234,14.8323,0.2381,26.52827307,11.0247
540007.OF,汇丰晋信中小盘,2009/12/11,刘哲华,2020/3/31,2020/6/30,169.359525,20.6204,0.3177,0.747093966,10.5589
540008.OF,汇丰晋信低碳先锋,2010/6/8,陆彬,2020/3/31,2020/6/30,398.107201,35.4486,0.3078,18.23388867,10.0685
540009.OF,汇丰晋信消费红利,2010/12/8,是星涛,2020/3/31,2020/6/30,129.831603,15.7194,0.3459,1.694090207,9.5671
540010.OF,汇丰晋信科技先锋,2011/7/27,陈平,2020/3/31,2020/6/30,274.864878,33.4829,0.2679,9.703220557,8.9342
550001.OF,信诚四季红,2006/4/29,"吴昊,夏明月",2020/3/31,2020/6/30,133.631153,19.5383,0.286,6.254880223,14.1808
550002.OF,中信保诚精萃成长,2006/11/27,王睿,2020/3/31,2020/6/30,112.509579,18.3121,0.2699,13.88366112,13.6
550003.OF,中信保诚盛世蓝筹,2008/6/4,吴昊,2020/3/31,2020/6/30,55.598826,13.7846,0.2047,10.66546307,12.0795
550009.OF,信诚中小盘,2010/2/10,郑伟,2020/3/31,2020/6/30,162.828456,30.6898,0.2133,2.210993299,10.3918
560002.OF,益民红利成长,2006/11/21,吕伟,2020/3/31,2020/6/30,266.488786,16.9326,0.5057,3.356629653,13.6164
570005.OF,诺德成长优势,2009/9/22,"郝旭东,郭纪亭",2020/3/31,2020/6/30,80.957195,9.5394,0.398,7.488224235,10.7781
570006.OF,诺德中小盘,2010/6/28,"顾钰,应颖",2020/3/31,2020/6/30,163.276881,22.0284,0.2913,0.422700181,10.0137
570007.OF,诺德优选30,2011/5/5,杨霞辉,2020/3/31,2020/6/30,190.650097,22.7531,0.3115,0.363749306,9.1616
570008.OF,诺德周期策略,2012/3/21,罗世锋,2020/3/31,2020/6/30,282.676396,20.8949,0.4258,1.804872394,8.2822
580001.OF,东吴嘉禾优势,2005/2/1,"彭敢,胡启聪",2020/3/31,2020/6/30,137.620047,19.5551,0.2915,4.660521128,15.4192
580002.OF,东吴价值成长,2006/12/15,"刘元海,赵梅玲",2020/3/31,2020/6/30,118.390993,15.2085,0.3348,4.497494935,13.5507
580003.OF,东吴行业轮动,2008/4/23,邬炜,2020/3/31,2020/6/30,221.095094,23.2369,0.3339,4.000857757,12.1945
580006.OF,东吴新经济,2009/12/30,刘元海,2020/3/31,2020/6/30,164.048391,21.7176,0.2962,0.201135062,10.5068
580008.OF,东吴新产业精选,2011/9/28,刘瑞,2020/3/31,2020/6/30,101.289368,14.892,0.3053,2.985307964,8.7616
590005.OF,中邮核心主题,2010/5/19,陈梁,2020/3/31,2020/6/30,238.964132,23.2755,0.3489,8.409662174,10.1233
590008.OF,中邮战略新兴产业,2012/6/12,杨欢,2020/3/31,2020/6/30,101.622657,15.8872,0.2874,19.88445958,8.0548
